"year","doy","hour","zenith_angle","cosine_zenith_angle","direct_transmittance","diffuse_transmittance","total_transmittance","solar","solar_source","temp","doy_dbl"
"2003",1,0,155.073893873238,-0.90685208028437,0,1,0,0,1,0.78990385819486,1
"2003",1,1,162.0543223991,-0.951349069269231,0,1,0,0,1,0.142304462101019,1.04166666666667
"2003",1,2,161.481924801324,-0.948223507369287,0,1,0,0,1,-0.459397375092,1.08333333333333
"2003",1,3,153.85523316664,-0.897683564611856,0,1,0,0,1,-0.993047802493844,1.125
"2003",1,4,143.433560226398,-0.803166568093645,0,1,0,0,1,-1.43899853042771,1.16666666666667
"2003",1,5,132.152411728365,-0.671105066126622,0,1,0,0,1,-1.7808302539814,1.20833333333333
"2003",1,6,120.696400078895,-0.510488891976312,0,1,0,0,1,-2.00595718969027,1.25
"2003",1,7,109.405583159205,-0.332253042177025,0,1,0,0,1,-2.10609046712578,1.29166666666667
"2003",1,8,98.5419241517101,-0.148533048727587,0,1,0,0,1,-2.00375069072696,1.33333333333333
"2003",1,9,88.0553365993843,0.0339342630624846,2.96663722115706e-06,0.010180248717551,0.0101803493881989,39.3440226032787,1,-1.52034125204509,1.375
"2003",1,10,79.2066364573306,0.187267536930799,0.099616991957447,0.0505837524631418,0.0692387811834682,267.587296666229,1,-0.724914992767825,1.41666666666667
"2003",1,11,71.672915765088,0.314441222908212,0.253192529214136,0.0704481163172689,0.150062284834585,579.946100207087,1,0.250615965757564,1.45833333333333
"2003",1,12,66.1985806708634,0.403567961578905,0.342923239223373,0.0795525386842481,0.21794537131566,842.29404005164,1,1.24447124894808,1.5
"2003",1,13,63.368422621238,0.448251814346636,0.381531744720762,0.0831688552634149,0.254191152065334,982.373202633403,1,2.09183160776738,1.54166666666667
"2003",1,14,63.5516697966306,0.445390572748362,0.379177345814937,0.0829525672567932,0.251834582482512,973.265762073432,1,2.65217225921546,1.58333333333333
"2003",1,15,66.7226723586228,0.395182035660014,0.335222842328758,0.0788123971286398,0.211286442359854,816.559260098554,1,2.83314605872103,1.625
"2003",1,16,72.475302171922,0.301116879274324,0.23826142994925,0.0688117023109704,0.140556240548727,543.208066276334,1,2.77635359859157,1.66666666666667
"2003",1,17,80.212923918744,0.169987221369904,0.0787965946058252,0.0469778421598348,0.0603722563302898,233.32081514052,1,2.62033281300865,1.70833333333333
"2003",1,18,89.0735755117781,0.0161684530512269,2.50275351713444e-12,0.00485053591535592,0.00485053591539638,18.7458786939663,1,2.37083251919773,1.75
"2003",1,19,99.8051039124365,-0.170297278701815,0,1,0,0,1,2.03704592549605,1.79166666666667
"2003",1,20,110.732500534082,-0.354005409397976,0,1,0,0,1,1.6312718939579,1.83333333333333
"2003",1,21,122.055112812452,-0.530734756448432,0,1,0,0,1,1.16846177054288,1.875
"2003",1,22,133.507234674395,-0.688446162421583,0,1,0,0,1,0.665668480600922,1.91666666666667
"2003",1,23,144.725534889036,-0.816395041607979,0,1,0,0,1,0.141418188548176,1.95833333333333
"2003",2,0,154.939795537404,-0.905863213845665,0,1,0,0,1,-0.384972326135468,2
"2003",2,1,161.943766298317,-0.950752769459682,0,1,0,0,1,-0.894107424293309,2.04166666666667
"2003",2,2,161.441918595534,-0.948001512551159,0,1,0,0,1,-1.36722726818052,2.08333333333333
