"year","doy","hour","zenith_angle","cosine_zenith_angle","direct_transmittance","diffuse_transmittance","total_transmittance","solar","solar_source","temp","doy_dbl"
"2007",1,0,155.071033497121,-0.906831039161187,0,1,0,0,1,5.92565616373881,1
"2007",1,1,162.051257186831,-0.951332584349017,0,1,0,0,1,4.19356673031381,1.04166666666667
"2007",1,2,161.479608178387,-0.948210665015353,0,1,0,0,1,2.58424163918273,1.08333333333333
"2007",1,3,153.853884261168,-0.897673190429022,0,1,0,0,1,1.15693560863941,1.125
"2007",1,4,143.432669653258,-0.803157307925631,0,1,0,0,1,-0.0357985134017665,1.16666666666667
"2007",1,5,132.151670847148,-0.671095479651182,0,1,0,0,1,-0.95004472464237,1.20833333333333
"2007",1,6,120.695644505628,-0.510477552429592,0,1,0,0,1,-1.55214083837019,1.25
"2007",1,7,109.404707990262,-0.332238635303185,0,1,0,0,1,-1.81991791196364,1.29166666666667
"2007",1,8,98.5408473879822,-0.148514464092242,0,1,0,0,1,-1.66681080296451,1.33333333333333
"2007",1,9,88.0541080398815,0.0339556931136731,2.99056395903294e-06,0.0101866774701003,0.0101867790167724,8.04371096090111,1,-0.917216884344839,1.375
"2007",1,10,79.2049522936747,0.187296411036499,0.099652418485625,0.0505895612109103,0.0692541015443751,54.6846039128421,1,0.316137138957993,1.41666666666667
"2007",1,11,71.670827686452,0.314475818003344,0.253230791672231,0.0704522572945754,0.150087217649335,118.512259440336,1,1.82872500267264,1.45833333333333
"2007",1,12,66.1960776047733,0.40360793236644,0.342959587818795,0.0795560166724949,0.217977226797285,172.119745164718,1,3.36971528345861,1.5
"2007",1,13,63.3655579375615,0.448296507509902,0.381568397472941,0.0831722182639896,0.254227998227259,200.744173653085,1,4.68356660434483,1.54166666666667
"2007",1,14,63.5485691873403,0.445439023977424,0.379217344173836,0.0829562460939959,0.2518744497581,198.88575858516,1,5.55240388859605,1.58333333333333
"2007",1,15,66.719492269934,0.395233020280797,0.335270108929239,0.0788169607556467,0.211326778517622,166.86840088465,1,5.83298798295304,1.625
"2007",1,16,72.47217229623,0.3011689700881,0.238320548639678,0.0688182647710373,0.14059301895568,111.015425556792,1,5.72801870367572,1.66666666666667
"2007",1,17,80.209928052329,0.17003874788868,0.0788572881714546,0.0469889860038328,0.0603977805464038,47.6914526756014,1,5.43962184541594,1.70833333333333
"2007",1,18,89.0711729627712,0.0162103799462931,2.68178943472051e-12,0.0048631139838749,0.00486311398391837,3.84002472146979,1,4.97842411342446,1.75
"2007",1,19,99.8023571563638,-0.170250038840421,0,1,0,0,1,4.36141949435482,1.79166666666667
"2007",1,20,110.729859214608,-0.353962294562784,0,1,0,0,1,3.61134307022137,1.83333333333333
"2007",1,21,122.052531560546,-0.530696573184501,0,1,0,0,1,2.75583328730576,1.875
"2007",1,22,133.504644233843,-0.688413370227361,0,1,0,0,1,1.8264135483144,1.91666666666667
"2007",1,23,144.722824327968,-0.81636772049152,0,1,0,0,1,0.857330653576863,1.95833333333333
"2007",2,0,154.93679873157,-0.905841058128637,0,1,0,0,1,-0.115707108168637,2
"2007",2,1,161.940501834847,-0.950735108302662,0,1,0,0,1,-1.05684572119418,2.04166666666667
"2007",2,2,161.439370200358,-0.947987355822451,0,1,0,0,1,-1.93140657387728,2.08333333333333
"2007",2,3,153.867747376557,-0.897779785368197,0,1,0,0,1,-2.70716427908512,2.125
"2007",2,4,143.468206174398,-0.803526665580087,0,1,0,0,1,-3.35553409935209,2.16666666666667
"2007",2,5,132.193937198043,-0.671642196689995,0,1,0,0,1,-3.85262522319352,2.20833333333333
"2007",2,6,120.737383564064,-0.511103833811802,0,1,0,0,1,-4.18012108194872,2.25
"2007",2,7,109.441304507944,-0.332841014406342,0,1,0,0,1,-4.32595426967288,2.29166666666667
"2007",2,8,98.5684529106886,-0.148990910969765,0,1,0,0,1,-4.08270424745263,2.33333333333333
"2007",2,9,88.0674835862162,0.0337223794876698,2.73862594052056e-06,0.010116686140406,0.0101167784933892,40.7205336792392,1,-2.95060558432015,2.375
"2007",2,10,79.2025609921302,0.187337408373712,0.0997027222505568,0.0505978076338467,0.06927585722807,278.838750819456,1,-1.08622632293415,2.41666666666667
"2007",2,11,71.646879429255,0.314872560653166,0.253669403705471,0.0704997077847188,0.150373242488822,605.259736508388,1,1.20175121385308,2.45833333333333
"2007",2,12,66.1467691281359,0.404395168990696,0.343674802477137,0.0796244217495331,0.218604851575119,879.895336922372,1,3.53451020731964,2.5
"2007",2,13,63.2895649960895,0.449481696584198,0.382538987466867,0.0832612270463968,0.255205500142606,1027.21475719516,1,5.5258194438537,2.54166666666667
"2007",2,14,63.4484826975157,0.447002309777644,0.380505494339675,0.0830746424774174,0.253161477330336,1018.98746430518,1,6.84598100555759,2.58333333333333
"2007",2,15,66.6012171581683,0.397128394300443,0.337023343531454,0.078986056512609,0.212827595771022,856.641596643483,1,7.27755126791659,2.625
"2007",2,16,72.3424991949636,0.303326339858104,0.240763888681636,0.0690888932202898,0.142118922344094,572.035689775305,1,7.18810594845015,2.66666666666667
"2007",2,17,80.0748073552081,0.172362230895852,0.0816042291877261,0.0474890231707557,0.0615545101640886,247.759947090245,1,6.94011489468046,2.70833333333333
"2007",2,18,88.9543921966143,0.0182482859221484,5.25652234000016e-11,0.00547448577635676,0.00547448577731599,22.0350759500547,1,6.54272347497945,2.75
"2007",2,19,99.6626763598462,-0.167847236503811,0,1,0,0,1,6.01058661687682,2.79166666666667
"2007",2,20,110.590312528225,-0.351683376041285,0,1,0,0,1,5.36332836534374,2.83333333333333
"2007",2,21,121.913234597132,-0.528634422296926,0,1,0,0,1,4.6248181908795,2.875
"2007",2,22,133.365172512718,-0.686645732341783,0,1,0,0,1,3.82229073557791,2.91666666666667
"2007",2,23,144.582602774366,-0.81495186587583,0,1,0,0,1,2.98534145901605,2.95833333333333
"2007",3,0,154.797685620653,-0.90480985299511,0,1,0,0,1,2.1448352223509,3
"2007",3,1,161.82252409528,-0.95009476310133,0,1,0,0,1,1.33176805965852,3.04166666666667
"2007",3,2,161.39076815863,-0.947717005060441,0,1,0,0,1,0.576124111902491,3.08333333333333
"2007",3,3,153.874661271297,-0.897832927383216,0,1,0,0,1,-0.0942301226899506,3.125
"2007",3,4,143.497832984996,-0.803834362924435,0,1,0,0,1,-0.654573444213258,3.16666666666667
"2007",3,5,132.230730098597,-0.672117816863957,0,1,0,0,1,-1.08424161493715,3.20833333333333
"2007",3,6,120.77373164406,-0.511649004327294,0,1,0,0,1,-1.36738941125687,3.25
"2007",3,7,109.472378301935,-0.333352382824312,0,1,0,0,1,-1.49357496092872,3.29166666666667
"2007",3,8,98.5902592921069,-0.149367245358032,0,1,0,0,1,-1.27202434058387,3.33333333333333
"2007",3,9,88.0752434364597,0.0335870212727288,2.60085150614181e-06,0.0100760801753622,0.0100761675302171,38.2697547867754,1,-0.239958441241757,3.375
"2007",3,10,79.193597776879,0.18749107406825,0.0998913000629442,0.0506287040788123,0.0693574312176875,263.422762412562,1,1.46077446845699,3.41666666666667
"2007",3,11,71.6158932925991,0.315385815819467,0.25423630917544,0.0705609870117721,0.150743512791998,572.530900557848,1,3.54906697149598,3.45833333333333
"2007",3,12,66.0900827802931,0.405299827223578,0.344495095471341,0.079702807364902,0.219326610038807,833.012706391457,1,5.6797534582981,3.5
"2007",3,13,63.2061012434539,0.450782489537569,0.383601192760854,0.083358536662575,0.256279237324894,973.360510328297,1,7.50066118535901,3.54166666666667
"2007",3,14,63.3411772540803,0.44867683568195,0.381880150454341,0.0832008174499048,0.254541594965506,966.760863508068,1,8.71081951533744,3.58333333333333
