"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2006,1,0,154.391,0.8,-0.875,0.17,-0.34,92.66,3.42,985.595,154.391,0.8,-0.875,0.17,-0.34,92.66,3.42,985.595
2006,1,1,161.5065,0.885,-0.845,0.205,-0.195,91.065,4.03,985.125,161.5065,0.885,-0.845,0.205,-0.195,91.065,4.03,985.125
2006,1,2,161.491,0.45,-0.97,0.21,-0.4,91.505,3.675,985.2,161.491,0.45,-0.97,0.21,-0.4,91.505,3.675,985.2
2006,1,3,154.3555,0.86,-0.855,0.295,-0.22,91.57,4.205,985.4,154.3555,0.86,-0.855,0.295,-0.22,91.57,4.205,985.4
2006,1,4,144.0965,0.73,-0.91,0.295,-0.135,92.63,3.825,985.565,144.0965,0.73,-0.91,0.295,-0.135,92.63,3.825,985.565
2006,1,5,132.8575,0.505,-0.96,0.31,0.215,92.205,4.26,984.965,132.8575,0.505,-0.96,0.31,0.215,92.205,4.26,984.965
2006,1,6,121.4055,0.42,-1.02,0.305,0.29,92.335,4.345,984.695,121.4055,0.42,-1.02,0.305,0.29,92.335,4.345,984.695
2006,1,7,110.0975,0.525,-1.03,0.315,0.63,91.255,5.13,984.165,110.0975,0.525,-1.03,0.315,0.63,91.255,5.13,984.165
2006,1,8,99.2015,0.295,-1.07,0.295,1.055,88.615,5.745,983.75,99.2015,0.295,-1.07,0.295,1.055,88.615,5.745,983.75
2006,1,9,88.7675,0.385,7.375,4.06,0.86,89.75,5.685,983.78,88.7675,0.385,7.375,4.06,0.86,89.75,5.685,983.78
2006,1,10,79.7395,2.985,50.975,23.7,1.045,89.465,5.985,983.905,79.7395,2.985,50.975,23.7,1.045,89.465,5.985,983.905
2006,1,11,72.111,0.59,80.205,37.995,1.855,86.025,7.02,983.49,72.111,0.59,80.205,37.995,1.855,86.025,7.02,983.49
2006,1,12,66.503,1.135,99.29,48.2,2.795,81.45,7.86,982.91,66.503,1.135,99.29,48.2,2.795,81.45,7.86,982.91
2006,1,13,63.505,2.915,155.445,74.14,4.655,75.545,8.655,981.63,63.505,2.915,155.445,74.14,4.655,75.545,8.655,981.63
2006,1,14,63.493,1.78,170.795,79.825,6.65,70.975,8.61,980.12,63.493,1.78,170.795,79.825,6.65,70.975,8.61,980.12
2006,1,15,66.472,0.795,113.485,54.74,7.905,70.09,7.165,979.465,66.472,0.795,113.485,54.74,7.905,70.09,7.165,979.465
2006,1,16,72.064,-0.145,59.745,29.075,8.615,73.32,7.385,979.035,72.064,-0.145,59.745,29.075,8.615,73.32,7.385,979.035
2006,1,17,79.6815,0.085,27.44,13.93,8.71,74.425,8.46,978.395,79.6815,0.085,27.44,13.93,8.71,74.425,8.46,978.395
2006,1,18,88.7035,0.04,1.56,1.365,8.745,78.21,8.305,977.955,88.7035,0.04,1.56,1.365,8.745,78.21,8.305,977.955
2006,1,19,99.125,0,-1.26,0.135,9.115,80.145,7.68,978.11,99.125,0,-1.26,0.135,9.115,80.145,7.68,978.11
2006,1,20,110.018,0.115,-1.215,0.205,9.105,81.395,6.75,978.12,110.018,0.115,-1.215,0.205,9.105,81.395,6.75,978.12
2006,1,21,121.323,0.09,-1.245,0.265,9.405,84.31,6.915,977.845,121.323,0.09,-1.245,0.265,9.405,84.31,6.915,977.845
2006,1,22,132.7715,0.165,-1.26,0.29,9.62,85.055,7.38,977.65,132.7715,0.165,-1.26,0.29,9.62,85.055,7.38,977.65
2006,1,23,144.0035,0.19,-1.22,0.325,9.94,86.25,6.96,977.275,144.0035,0.19,-1.22,0.325,9.94,86.25,6.96,977.275
2006,2,0,154.2575,0.34,-1.195,0.395,10.565,88.35,6.89,977.2,154.2575,0.34,-1.195,0.395,10.565,88.35,6.89,977.2
2006,2,1,161.3945,-0.215,-1.33,0.505,10.4,91.37,6.16,976.55,161.3945,-0.215,-1.33,0.505,10.4,91.37,6.16,976.55
2006,2,2,161.4435,0.745,-0.98,0.64,11.14,92.82,5.605,975.915,161.4435,0.745,-0.98,0.64,11.14,92.82,5.605,975.915
2006,2,3,154.364,0.025,-1.315,0.725,12.065,92.18,6.425,975.26,154.364,0.025,-1.315,0.725,12.065,92.18,6.425,975.26
2006,2,4,144.1295,0.115,-1.135,0.69,11.88,94.14,5.755,974.915,144.1295,0.115,-1.135,0.69,11.88,94.14,5.755,974.915
2006,2,5,132.899,-0.25,-1.34,0.67,11.98,95.64,5.605,974.15,132.899,-0.25,-1.34,0.67,11.98,95.64,5.605,974.15
2006,2,6,121.4455,0.11,-1.26,0.61,12.06,97.01,6.225,973.42,121.4455,0.11,-1.26,0.61,12.06,97.01,6.225,973.42
2006,2,7,110.1325,1.005,-0.895,0.625,13.085,96.87,7.235,972.7,110.1325,1.005,-0.895,0.625,13.085,96.87,7.235,972.7
2006,2,8,99.2275,-0.015,-1.22,0.615,13.615,95.95,5.855,972.425,99.2275,-0.015,-1.22,0.615,13.615,95.95,5.855,972.425
2006,2,9,88.7795,0.395,4.935,3.475,13.765,95.51,6.885,972,88.7795,0.395,4.935,3.475,13.765,95.51,6.885,972
2006,2,10,79.7355,0.985,62.285,28.935,14.52,94.9,6.365,972.16,79.7355,0.985,62.285,28.935,14.52,94.9,6.365,972.16
2006,2,11,72.0865,1.35,61.23,29.87,15.915,93.065,7.005,972.09,72.0865,1.35,61.23,29.87,15.915,93.065,7.005,972.09
2006,2,12,66.4535,-2.235,47.675,24.95,14.655,81.055,7.89,971.76,66.4535,-2.235,47.675,24.95,14.655,81.055,7.89,971.76
2006,2,13,63.4265,34.995,160.315,83.06,13.51,89.47,5.25,970.9,63.4265,34.995,160.315,83.06,13.51,89.47,5.25,970.9
2006,2,14,63.3935,332.705,200.245,157.06,13.72,83.16,6.815,970.405,63.3935,332.705,200.245,157.06,13.72,83.16,6.815,970.405
2006,2,15,66.354,222.665,168.505,115.09,13.405,73.565,7.95,970.615,66.354,222.665,168.505,115.09,13.405,73.565,7.95,970.615
2006,2,16,71.932,251.72,137.4,96.055,12.57,71.485,7.94,971.545,71.932,251.72,137.4,96.055,12.57,71.485,7.94,971.545
2006,2,17,79.544,2.36,61.52,28.74,11.275,76.735,5.7,972.935,79.544,2.36,61.52,28.74,11.275,76.735,5.7,972.935
2006,2,18,88.572,-0.7,4.91,3.38,10.325,81.22,5.185,973.95,88.572,-0.7,4.91,3.38,10.325,81.22,5.185,973.95
2006,2,19,98.985,-0.4,-1.27,0.3,9.295,86.86,5.41,974.82,98.985,-0.4,-1.27,0.3,9.295,86.86,5.41,974.82
2006,2,20,109.878,-0.1,-1.26,0.325,8.355,94.04,5.185,975.92,109.878,-0.1,-1.26,0.325,8.355,94.04,5.185,975.92
2006,2,21,121.183,-0.045,-1.36,0.405,7.235,97.03,8.09,976.715,121.183,-0.045,-1.36,0.405,7.235,97.03,8.09,976.715
2006,2,22,132.631,0.3,-0.965,0.44,6.675,98.305,6.65,977.13,132.631,0.3,-0.965,0.44,6.675,98.305,6.65,977.13
2006,2,23,143.861,0.395,-0.865,0.5,7.145,99.02,5.385,978.05,143.861,0.395,-0.865,0.5,7.145,99.02,5.385,978.05
2006,3,0,154.1175,-0.15,-1.07,0.51,6.43,99.14,8.605,979.205,154.1175,-0.15,-1.07,0.51,6.43,99.14,8.605,979.205
2006,3,1,161.2735,0.14,-0.93,0.595,6.085,96.48,7.27,979.94,161.2735,0.14,-0.93,0.595,6.085,96.48,7.27,979.94
2006,3,2,161.3865,-0.05,-0.965,0.6,5.725,94.67,7.365,980.91,161.3865,-0.05,-0.965,0.6,5.725,94.67,7.365,980.91
2006,3,3,154.367,-0.025,-0.9,0.56,5.455,95.215,6.465,981.96,154.367,-0.025,-0.9,0.56,5.455,95.215,6.465,981.96
2006,3,4,144.1565,-0.035,-0.89,0.555,5.28,96.48,5.865,983.03,144.1565,-0.035,-0.89,0.555,5.28,96.48,5.865,983.03
2006,3,5,132.935,0.14,-0.895,0.53,5.095,97.18,7.335,984,132.935,0.14,-0.895,0.53,5.095,97.18,7.335,984
2006,3,6,121.481,0.8,-0.76,0.57,5.075,96.775,6.54,984.405,121.481,0.8,-0.76,0.57,5.075,96.775,6.54,984.405
2006,3,7,110.164,0.32,-0.815,0.6,5.03,95.885,5.795,985.21,110.164,0.32,-0.815,0.6,5.03,95.885,5.795,985.21
2006,3,8,99.2475,0.49,-0.83,0.6,4.96,95.62,4.05,986.005,99.2475,0.49,-0.83,0.6,4.96,95.62,4.05,986.005
2006,3,9,88.7885,0.53,3.615,2.805,4.75,95.885,4.8,986.625,88.7885,0.53,3.615,2.805,4.75,95.885,4.8,986.625
2006,3,10,79.7275,1.485,23.7,12.47,4.685,96.335,4.46,987.58,79.7275,1.485,23.7,12.47,4.685,96.335,4.46,987.58
2006,3,11,72.0545,1.465,54.75,27.365,4.83,96.24,3.335,988.165,72.0545,1.465,54.75,27.365,4.83,96.24,3.335,988.165
2006,3,12,66.3975,1.105,78.345,38.87,5.285,94.475,2.69,988.725,66.3975,1.105,78.345,38.87,5.285,94.475,2.69,988.725
2006,3,13,63.344,-0.035,63.305,32.405,5.35,93.9,3.785,988.25,63.344,-0.035,63.305,32.405,5.35,93.9,3.785,988.25
2006,3,14,63.2865,0.72,103.58,50.47,5.44,94.795,4.1,987.735,63.2865,0.72,103.58,50.47,5.44,94.795,4.1,987.735
2006,3,15,66.228,0.365,70.875,35.305,5.525,93.85,3.99,987.595,66.228,0.365,70.875,35.305,5.525,93.85,3.99,987.595
2006,3,16,71.7955,-0.285,44.17,22.705,5.33,94.645,3.73,987.495,71.7955,-0.285,44.17,22.705,5.33,94.645,3.73,987.495
2006,3,17,79.4035,-0.245,20.995,11.345,5.26,95.665,3.26,987.685,79.4035,-0.245,20.995,11.345,5.26,95.665,3.26,987.685
2006,3,18,88.4365,-0.165,2.115,2.075,5.395,95.77,3.195,988.005,88.4365,-0.165,2.115,2.075,5.395,95.77,3.195,988.005
2006,3,19,98.8405,-0.055,-0.905,0.43,5.23,96.585,3.73,987.63,98.8405,-0.055,-0.905,0.43,5.23,96.585,3.73,987.63
2006,3,20,109.734,-0.025,-1,0.415,5.08,95.41,5.135,986.96,109.734,-0.025,-1,0.415,5.08,95.41,5.135,986.96
2006,3,21,121.0385,-0.035,-1.115,0.405,4.905,96.43,6.13,986.57,121.0385,-0.035,-1.115,0.405,4.905,96.43,6.13,986.57
2006,3,22,132.487,-0.135,-1.355,0.445,4.78,97.555,7.5,986.185,132.487,-0.135,-1.355,0.445,4.78,97.555,7.5,986.185
2006,3,23,143.719,0.05,-1.295,0.465,4.62,98.66,8.045,985.09,143.719,0.05,-1.295,0.465,4.62,98.66,8.045,985.09
2006,4,0,153.972,0.095,-1.3,0.475,4.78,99.125,8.445,985.16,153.972,0.095,-1.3,0.475,4.78,99.125,8.445,985.16
2006,4,1,161.1475,0.13,-1.27,0.495,4.885,99.2,9.22,984.61,161.1475,0.13,-1.27,0.495,4.885,99.2,9.22,984.61
2006,4,2,161.3235,0.34,-1.27,0.51,5.21,98.845,9.335,983.73,161.3235,0.34,-1.27,0.51,5.21,98.845,9.335,983.73
2006,4,3,154.362,0.4,-1.25,0.56,5.595,96.93,8.375,982.96,154.362,0.4,-1.25,0.56,5.595,96.93,8.375,982.96
2006,4,4,144.177,0.24,-1.21,0.58,5.93,95.255,7.575,982.195,144.177,0.24,-1.21,0.58,5.93,95.255,7.575,982.195
2006,4,5,132.9645,-0.23,-1.52,0.585,5.525,94.71,7.24,981.155,132.9645,-0.23,-1.52,0.585,5.525,94.71,7.24,981.155
2006,4,6,121.5105,-0.07,-1.465,0.54,5.025,95.085,7.22,980.285,121.5105,-0.07,-1.465,0.54,5.025,95.085,7.22,980.285
2006,4,7,110.187,0.12,-1.44,0.53,4.72,94.96,7.735,979.51,110.187,0.12,-1.44,0.53,4.72,94.96,7.735,979.51
