"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2008,1,0,154.4565,0.85,0.585,0.085,-4.175,90.45,12.735,987.91,154.4565,0.85,0.585,0.085,-4.175,90.45,12.735,987.91
2008,1,1,161.559,0.875,0.6,0.075,-3.91,89.475,12.645,989.23,161.559,0.875,0.6,0.075,-3.91,89.475,12.645,989.23
2008,1,2,161.51,0.635,0.645,0.065,-4.185,90.59,12.34,990.055,161.51,0.635,0.645,0.065,-4.185,90.59,12.34,990.055
2008,1,3,154.3485,0.3,0.695,0.065,-5.65,90.405,12.22,991.35,154.3485,0.3,0.695,0.065,-5.65,90.405,12.22,991.35
2008,1,4,144.0765,0.385,0.7,0.03,-7.21,89.225,11.985,992.385,144.0765,0.385,0.7,0.03,-7.21,89.225,11.985,992.385
2008,1,5,132.8355,0.925,0.7,0.02,-7.645,89.32,11.54,993.195,132.8355,0.925,0.7,0.02,-7.645,89.32,11.54,993.195
2008,1,6,121.383,1.045,0.7,0,-7.3,88.135,11.51,993.84,121.383,1.045,0.7,0,-7.3,88.135,11.51,993.84
2008,1,7,110.077,1.025,0.7,0.01,-7.115,85.32,10.975,994.75,110.077,1.025,0.7,0.01,-7.115,85.32,10.975,994.75
2008,1,8,99.185,1.275,0.7,0.02,-6.915,85.84,9.37,995.45,99.185,1.275,0.7,0.02,-6.915,85.84,9.37,995.45
2008,1,9,88.758,0.45,5.795,2.13,-7.05,86.48,9.545,995.89,88.758,0.45,5.795,2.13,-7.05,86.48,9.545,995.89
2008,1,10,79.7375,0.385,35.095,14.645,-7.42,85.92,9.91,996.495,79.7375,0.385,35.095,14.645,-7.42,85.92,9.91,996.495
2008,1,11,72.1185,0.27,108.385,44.975,-7.835,84.21,10.8,997.23,72.1185,0.27,108.385,44.975,-7.835,84.21,10.8,997.23
2008,1,12,66.525,0.295,179.865,74.565,-8.275,81.675,10.985,997.875,66.525,0.295,179.865,74.565,-8.275,81.675,10.985,997.875
2008,1,13,63.537,0.915,242.17,99.57,-8.75,80.695,12.25,997.74,63.537,0.915,242.17,99.57,-8.75,80.695,12.25,997.74
2008,1,14,63.5395,0.485,179.32,74.975,-8.695,82.21,11.38,997.755,63.5395,0.485,179.32,74.975,-8.695,82.21,11.38,997.755
2008,1,15,66.529,0.61,168.02,70.025,-8.57,82.405,11.04,998.075,66.529,0.61,168.02,70.025,-8.57,82.405,11.04,998.075
2008,1,16,72.1245,0.295,122.675,51.06,-8.78,85.01,10.95,998.615,72.1245,0.295,122.675,51.06,-8.78,85.01,10.95,998.615
2008,1,17,79.745,-0.08,73.05,29.72,-9.5,85.37,12.05,999.705,79.745,-0.08,73.05,29.72,-9.5,85.37,12.05,999.705
2008,1,18,88.7655,0.21,13.68,5.24,-9.96,82.335,11.765,1000.845,88.7655,0.21,13.68,5.24,-9.96,82.335,11.765,1000.845
2008,1,19,99.1935,0.495,0.72,0.02,-10.64,81.925,12.28,1001.845,99.1935,0.495,0.72,0.02,-10.64,81.925,12.28,1001.845
2008,1,20,110.0865,0.415,0.7,0,-11.495,79.12,13.305,1002.53,110.0865,0.415,0.7,0,-11.495,79.12,13.305,1002.53
2008,1,21,121.39,0.495,0.7,0,-12.135,78.935,12.63,1003.17,121.39,0.495,0.7,0,-12.135,78.935,12.63,1003.17
2008,1,22,132.8375,0.33,0.715,0,-12.875,78.68,12.515,1003.615,132.8375,0.33,0.715,0,-12.875,78.68,12.515,1003.615
2008,1,23,144.0705,0.455,0.75,0,-13.64,78.99,11.485,1003.915,144.0705,0.455,0.75,0,-13.64,78.99,11.485,1003.915
2008,2,0,154.3225,0.575,0.795,0.005,-14.1,79.13,9.9,1004.6,154.3225,0.575,0.795,0.005,-14.1,79.13,9.9,1004.6
2008,2,1,161.4515,0.63,0.8,0,-14.575,80.705,9.97,1004.705,161.4515,0.63,0.8,0,-14.575,80.705,9.97,1004.705
2008,2,2,161.4655,0.59,0.8,0,-15.115,80.98,9.985,1004.925,161.4655,0.59,0.8,0,-15.115,80.98,9.985,1004.925
2008,2,3,154.3595,0.635,0.8,0,-15.57,81.17,9.3,1005.56,154.3595,0.635,0.8,0,-15.57,81.17,9.3,1005.56
2008,2,4,144.112,0.8,0.84,0,-15.975,80.895,8.44,1006.26,144.112,0.8,0.84,0,-15.975,80.895,8.44,1006.26
2008,2,5,132.8795,0.88,0.87,0,-16.32,80.505,8,1006.91,132.8795,0.88,0.87,0,-16.32,80.505,8,1006.91
2008,2,6,121.4255,0.855,0.865,0,-16.5,80.715,8.48,1007.515,121.4255,0.855,0.865,0,-16.5,80.715,8.48,1007.515
2008,2,7,110.1165,0.815,0.88,0,-16.7,81.435,8.655,1008.37,110.1165,0.815,0.88,0,-16.7,81.435,8.655,1008.37
2008,2,8,99.2125,0.825,0.915,0.02,-16.925,82.105,8.36,1009.055,99.2125,0.825,0.915,0.02,-16.925,82.105,8.36,1009.055
2008,2,9,88.7725,163,14.945,8.885,-16.935,81.87,8.415,1009.535,88.7725,163,14.945,8.885,-16.935,81.87,8.415,1009.535
2008,2,10,79.7375,616.685,51.75,60.95,-16.45,80.84,8.025,1010.51,79.7375,616.685,51.75,60.95,-16.45,80.84,8.025,1010.51
2008,2,11,72.0975,760.62,82.74,122.87,-15.6,80.095,8.03,1011.565,72.0975,760.62,82.74,122.87,-15.6,80.095,8.03,1011.565
2008,2,12,66.4775,746.825,135.525,171.695,-14.675,79.53,7.75,1012.5,66.4775,746.825,135.525,171.695,-14.675,79.53,7.75,1012.5
