"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2000,1,0,154.462,-0.565,0.54,0.005,1.73,92.89,4.21,991.525,154.462,-0.565,0.54,0.005,1.73,92.89,4.21,991.525
2000,1,1,161.565,-0.145,0.11,0.02,1.465,93.29,4.35,991.4,161.565,-0.145,0.11,0.02,1.465,93.29,4.35,991.4
2000,1,2,161.5145,-0.305,0.175,0.01,0.905,95.575,3.96,990.975,161.5145,-0.305,0.175,0.01,0.905,95.575,3.96,990.975
2000,1,3,154.3505,-0.58,0.47,0.025,0.275,96.945,3.34,990.92,154.3505,-0.58,0.47,0.025,0.275,96.945,3.34,990.92
2000,1,4,144.0775,-0.21,0.23,0.02,0.33,96.625,3.735,990.905,144.0775,-0.21,0.23,0.02,0.33,96.625,3.735,990.905
2000,1,5,132.837,-0.875,0.36,0.01,0.28,95.88,2.93,990.79,132.837,-0.875,0.36,0.01,0.28,95.88,2.93,990.79
2000,1,6,121.384,-0.945,0.495,0.02,0.24,95.505,2.78,990.58,121.384,-0.945,0.495,0.02,0.24,95.505,2.78,990.58
2000,1,7,110.0785,-0.735,0.665,0.045,0.24,95.265,2.3,990.615,110.0785,-0.735,0.665,0.045,0.24,95.265,2.3,990.615
2000,1,8,99.1855,-0.68,0.29,0.045,0.83,93.265,2.805,990.925,99.1855,-0.68,0.29,0.045,0.83,93.265,2.805,990.925
2000,1,9,88.7595,171.615,14.16,11.985,0.23,93.875,4.15,991.08,88.7595,171.615,14.16,11.985,0.23,93.875,4.15,991.08
2000,1,10,79.742,182.52,76.235,49.43,0.455,95.54,2.96,991.165,79.742,182.52,76.235,49.43,0.455,95.54,2.96,991.165
2000,1,11,72.1235,461.435,113.84,114.705,2.865,93.535,2.825,991.285,72.1235,461.435,113.84,114.705,2.865,93.535,2.825,991.285
2000,1,12,66.53,616.66,114.72,158.365,5.915,86.44,3.725,991.335,66.53,616.66,114.72,158.365,5.915,86.44,3.725,991.335
2000,1,13,63.5435,650.69,125.89,175.26,8.43,76.03,3.69,990.41,63.5435,650.69,125.89,175.26,8.43,76.03,3.69,990.41
2000,1,14,63.5455,635.765,115.07,169.75,10.4,69.18,3.72,989.09,63.5455,635.765,115.07,169.75,10.4,69.18,3.72,989.09
2000,1,15,66.5355,457.925,150.64,142.21,11.715,65.175,3.37,988.415,66.5355,457.925,150.64,142.21,11.715,65.175,3.37,988.415
2000,1,16,72.1315,68.23,131.675,66.32,11.71,70.52,3.15,988.11,72.1315,68.23,131.675,66.32,11.71,70.52,3.15,988.11
2000,1,17,79.7525,4.445,62.345,25.46,10.835,74.465,3.64,987.67,79.7525,4.445,62.345,25.46,10.835,74.465,3.64,987.67
2000,1,18,88.771,-0.765,9.515,3.525,9.985,77.515,4.03,987.63,88.771,-0.765,9.515,3.525,9.985,77.515,4.03,987.63
2000,1,19,99.1985,-0.945,0.485,0.01,8.105,83.395,5.075,987.22,99.1985,-0.945,0.485,0.01,8.105,83.395,5.075,987.22
