"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2001,1,0,154.3605,2.39,0.89,0.005,-8.42,91.45,3.625,1000.735,154.3605,2.39,0.89,0.005,-8.42,91.45,3.625,1000.735
2001,1,1,161.4835,2.405,0.91,0.005,-8.405,91.12,3.37,1000.92,161.4835,2.405,0.91,0.005,-8.405,91.12,3.37,1000.92
2001,1,2,161.483,1.87,0.815,0,-8.525,90.875,4.01,1000.97,161.483,1.87,0.815,0,-8.525,90.875,4.01,1000.97
2001,1,3,154.3595,1.56,0.72,0.01,-8.635,92.03,4.615,1001.035,154.3595,1.56,0.72,0.01,-8.635,92.03,4.615,1001.035
2001,1,4,144.1065,1.705,0.745,0.005,-8.725,92.355,4.15,1001.44,144.1065,1.705,0.745,0.005,-8.725,92.355,4.15,1001.44
2001,1,5,132.871,1.515,0.855,0.005,-9.125,93.96,4.055,1001.585,132.871,1.515,0.855,0.005,-9.125,93.96,4.055,1001.585
2001,1,6,121.4175,1.88,0.895,0.005,-9.66,95.795,3.665,1001.805,121.4175,1.88,0.895,0.005,-9.66,95.795,3.665,1001.805
2001,1,7,110.108,2.55,1.03,0.02,-9.9,96.405,2.665,1002.105,110.108,2.55,1.03,0.02,-9.9,96.405,2.665,1002.105
2001,1,8,99.2105,2.12,0.925,0.04,-10.335,96.3,3.75,1002.62,99.2105,2.12,0.925,0.04,-10.335,96.3,3.75,1002.62
2001,1,9,88.772,0.88,14.15,6.905,-11.125,95.38,4.865,1002.945,88.772,0.88,14.15,6.905,-11.125,95.38,4.865,1002.945
2001,1,10,79.741,6.705,114.18,53.495,-11.33,94.265,4.935,1003.495,79.741,6.705,114.18,53.495,-11.33,94.265,4.935,1003.495
2001,1,11,72.1065,175.12,166.035,103.465,-11.145,91.635,4.9,1003.99,72.1065,175.12,166.035,103.465,-11.145,91.635,4.9,1003.99
2001,1,12,66.4945,525.945,177.39,172.485,-10.46,88.49,4.335,1004.195,66.4945,525.945,177.39,172.485,-10.46,88.49,4.335,1004.195
2001,1,13,63.4895,606.24,183.36,202.225,-9.575,87.025,4.635,1003.84,63.4895,606.24,183.36,202.225,-9.575,87.025,4.635,1003.84
2001,1,14,63.4735,643.725,188.16,210.075,-8.995,85.755,4.715,1003.385,63.4735,643.725,188.16,210.075,-8.995,85.755,4.715,1003.385
2001,1,15,66.4485,291.105,276.425,171.87,-8.535,86.385,4.42,1003.36,66.4485,291.105,276.425,171.87,-8.535,86.385,4.42,1003.36
2001,1,16,72.035,496.35,201.475,148.805,-8.45,85.91,4.745,1003.85,72.035,496.35,201.475,148.805,-8.45,85.91,4.745,1003.85
2001,1,17,79.6515,23.74,99.925,48.02,-9.265,87.05,4.775,1004.435,79.6515,23.74,99.925,48.02,-9.265,87.05,4.775,1004.435
2001,1,18,88.675,-1.16,14.14,7.48,-10.96,87.53,4.805,1005.025,88.675,-1.16,14.14,7.48,-10.96,87.53,4.805,1005.025
2001,1,19,99.095,2.065,1.09,0.02,-12.52,88.135,3.985,1005.325,99.095,2.065,1.09,0.02,-12.52,88.135,3.985,1005.325
2001,1,20,109.9865,2.825,0.915,0.01,-13.545,87.45,4.01,1005.835,109.9865,2.825,0.915,0.01,-13.545,87.45,4.01,1005.835
2001,1,21,121.291,2.385,0.75,0.01,-14.02,88.015,4.595,1006.28,121.291,2.385,0.75,0.01,-14.02,88.015,4.595,1006.28
2001,1,22,132.7395,2.39,0.865,0,-14.55,90.325,4.41,1006.805,132.7395,2.39,0.865,0,-14.55,90.325,4.41,1006.805
2001,1,23,143.9705,2.59,0.865,0,-14.85,92.405,4.115,1007.17,143.9705,2.59,0.865,0,-14.85,92.405,4.115,1007.17
2001,2,0,154.227,2.735,0.71,0,-15.005,94.45,4.595,1007.82,154.227,2.735,0.71,0,-15.005,94.45,4.595,1007.82
2001,2,1,161.3675,1.685,0.385,0.015,-14.885,94.95,5.785,1007.93,161.3675,1.685,0.385,0.015,-14.885,94.95,5.785,1007.93
2001,2,2,161.432,1.675,0.52,0.005,-15.005,93.83,5.335,1008.13,161.432,1.675,0.52,0.005,-15.005,93.83,5.335,1008.13
2001,2,3,154.368,2.015,0.71,0.01,-15.29,93.67,4.36,1008.275,154.368,2.015,0.71,0.01,-15.29,93.67,4.36,1008.275
2001,2,4,144.1385,1.6,0.94,0,-16.04,92.81,3.725,1008.61,144.1385,1.6,0.94,0,-16.04,92.81,3.725,1008.61
2001,2,5,132.91,2.325,0.97,0.015,-16.135,92.675,3.67,1008.865,132.91,2.325,0.97,0.015,-16.135,92.675,3.67,1008.865
2001,2,6,121.4565,2.565,0.98,0.01,-16.535,92.305,3.885,1009.215,121.4565,2.565,0.98,0.01,-16.535,92.305,3.885,1009.215
2001,2,7,110.1415,3.01,0.945,0.02,-17.33,91.595,3.145,1009.64,110.1415,3.01,0.945,0.02,-17.33,91.595,3.145,1009.64
2001,2,8,99.234,2.285,1.175,0.025,-17.87,90.99,2.085,1010.22,99.234,2.285,1.175,0.025,-17.87,90.99,2.085,1010.22
2001,2,9,88.7845,185.09,13.54,9.7,-17.86,90.815,1.985,1010.895,88.7845,185.09,13.54,9.7,-17.86,90.815,1.985,1010.895
2001,2,10,79.737,622.155,47.825,68.42,-17.245,90.425,1.76,1011.565,79.737,622.155,47.825,68.42,-17.245,90.425,1.76,1011.565
2001,2,11,72.081,760.36,79.03,136.58,-16.17,90.43,2.02,1012.345,72.081,760.36,79.03,136.58,-16.17,90.43,2.02,1012.345
2001,2,12,66.4435,842.335,93.33,189.065,-14.35,91.43,2.88,1012.525,66.4435,842.335,93.33,189.065,-14.35,91.43,2.88,1012.525
2001,2,13,63.413,878.92,99.315,217.345,-12.825,91.91,3.29,1012.065,63.413,878.92,99.315,217.345,-12.825,91.91,3.29,1012.065
2001,2,14,63.3715,887.95,96.46,217.145,-11.655,90.725,2.695,1011.15,63.3715,887.95,96.46,217.145,-11.655,90.725,2.695,1011.15
2001,2,15,66.328,847.32,93.015,189.06,-10.405,86.745,3.19,1010.49,66.328,847.32,93.015,189.06,-10.405,86.745,3.19,1010.49
2001,2,16,71.9035,761.68,79.4,137.085,-10.415,85.485,3.095,1010.31,71.9035,761.68,79.4,137.085,-10.415,85.485,3.095,1010.31
2001,2,17,79.5135,604.34,51.67,70.025,-10.745,86.025,2.675,1009.7,79.5135,604.34,51.67,70.025,-10.745,86.025,2.675,1009.7
2001,2,18,88.543,185.725,15.485,11.3,-12.04,90.535,2.635,1008.81,88.543,185.725,15.485,11.3,-12.04,90.535,2.635,1008.81
2001,2,19,98.9535,-0.33,1.145,0.02,-13.375,94.59,3.225,1008.84,98.9535,-0.33,1.145,0.02,-13.375,94.59,3.225,1008.84
2001,2,20,109.8465,0.74,0.765,0.015,-15.025,94.87,3.955,1008.885,109.8465,0.74,0.765,0.015,-15.025,94.87,3.955,1008.885
2001,2,21,121.15,1.135,0.595,0.03,-15.545,93.695,4.15,1008.5,121.15,1.135,0.595,0.03,-15.545,93.695,4.15,1008.5
2001,2,22,132.598,0.165,0.865,0.015,-15.56,93.74,4.005,1008.04,132.598,0.165,0.865,0.015,-15.56,93.74,4.005,1008.04
2001,2,23,143.83,0.855,1.015,0,-15.895,93.545,3.96,1007.205,143.83,0.855,1.015,0,-15.895,93.545,3.96,1007.205
2001,3,0,154.0845,2.18,-0.01,0.005,-15.82,93.36,5.185,1006.335,154.0845,2.18,-0.01,0.005,-15.82,93.36,5.185,1006.335
2001,3,1,161.247,0.325,0.435,0.02,-15.66,93.075,5.045,1005.555,161.247,0.325,0.435,0.02,-15.66,93.075,5.045,1005.555
2001,3,2,161.3755,1.45,-0.185,0.025,-15.35,93.39,5.55,1004.175,161.3755,1.45,-0.185,0.025,-15.35,93.39,5.55,1004.175
2001,3,3,154.369,-0.045,0.31,0.005,-15.685,92.88,4.675,1003.245,154.369,-0.045,0.31,0.005,-15.685,92.88,4.675,1003.245
2001,3,4,144.1635,1.01,0.03,0.035,-15.37,93.035,5.095,1002.845,144.1635,1.01,0.03,0.035,-15.37,93.035,5.095,1002.845
2001,3,5,132.944,2.025,-0.145,0.04,-14.95,93.505,6.625,1001.89,132.944,2.025,-0.145,0.04,-14.95,93.505,6.625,1001.89
2001,3,6,121.4905,1.955,-0.135,0.065,-12.135,94.535,7.625,1000.3,121.4905,1.955,-0.135,0.065,-12.135,94.535,7.625,1000.3
2001,3,7,110.1725,1.575,0.085,0.04,-10.155,91.935,7.86,999.56,110.1725,1.575,0.085,0.04,-10.155,91.935,7.86,999.56
2001,3,8,99.2555,0.495,0.24,0.05,-9.56,93.625,7.995,999.535,99.2555,0.495,0.24,0.05,-9.56,93.625,7.995,999.535
2001,3,9,88.7905,0.795,10.715,5.865,-8.72,98.775,7.79,998.935,88.7905,0.795,10.715,5.865,-8.72,98.775,7.79,998.935
