"year","doy","hour","zenith_angle","cosine_zenith_angle","direct_transmittance","diffuse_transmittance","total_transmittance","solar","solar_source","temp","precip","doy_dbl"
2000,1,0,162.922426889283,-0.955908035739468,0,1,0,0,1,-0.145803448973649,0,1
2000,1,1,158.241184314822,-0.928752526898187,0,1,0,0,1,-1.23438614961401,0,1.04166666666667
2000,1,2,148.817438599257,-0.855521887744593,0,1,0,0,1,-2.19981650664148,0,1.08333333333333
2000,1,3,137.83364931257,-0.74119896416326,0,1,0,0,1,-3.00655570420984,0,1.125
2000,1,4,126.410431649317,-0.593565421066269,0,1,0,0,1,-3.62490656574947,0,1.16666666666667
2000,1,5,115.003391808946,-0.422671912820336,0,1,0,0,1,-4.03210674777629,0,1.20833333333333
2000,1,6,103.895611966558,-0.240153698838316,0,1,0,0,1,-4.21316665298144,0,1.25
2000,1,7,93.350176980602,-0.0584383061338897,0,1,0,0,1,-3.85009489625176,0,1.29166666666667
2000,1,8,83.5435698481426,0.112447632006065,0.0214708370051019,0.033009986168296,0.035424330946708,118.045326749239,1,-2.17597703156454,0,1.33333333333333
2000,1,9,75.2218312790061,0.255077352910937,0.183914797102194,0.0624494559914871,0.109361955597467,364.429403108838,1,0.578077961134432,0,1.375
2000,1,10,68.6487743408257,0.364084069699944,0.305344662088166,0.0758738827397191,0.187045009973933,623.294462565974,1,3.95515436075118,0,1.41666666666667
2000,1,11,64.4386728433584,0.43147694192243,0.367503528941336,0.0818722929327363,0.240441591746045,801.229141193044,1,7.39497312332655,0,1.45833333333333
2000,1,12,63.0977540150564,0.452469667277693,0.384974164812162,0.083484160504388,0.257673292767455,858.65074163421,1,10.326845836864,0,1.5
2000,1,13,64.8107408327835,0.425609662584559,0.362466928948224,0.0814020705770532,0.235671497904768,785.333645891661,1,12.2643556583399,0,1.54166666666667
2000,1,14,69.3439911219426,0.352756515165708,0.293931517612802,0.0747210771945743,0.178407335045034,594.510936326072,1,12.8885092472938,0,1.58333333333333
2000,1,15,76.1671986744536,0.239089384220104,0.164225805194499,0.0599474212749301,0.0992120679119336,330.606694922498,1,12.780296756863,0,1.625
2000,1,16,84.6525734399033,0.0931947664547911,0.00971024019951638,0.0276869468661532,0.028591890433767,95.2774253862408,1,12.4837055747164,0,1.66666666666667
2000,1,17,94.6099807314082,-0.0803725586275129,0,1,0,0,1,12.0096616884365,0,1.70833333333333
