"year","doy","hour","zenith_angle","cosine_zenith_angle","direct_transmittance","diffuse_transmittance","total_transmittance","solar","solar_source","temp","precip","doy_dbl"
1993,1,0,162.870932761623,-0.955643719559357,0,1,0,0,1,-6.11132345570149,0,1
1993,1,1,158.240941095746,-0.928750953276624,0,1,0,0,1,-7.81675569250632,0,1.04166666666667
1993,1,2,148.842010476591,-0.855743858551643,0,1,0,0,1,-9.3294420300274,0,1.08333333333333
1993,1,3,137.867017195158,-0.74158978124859,0,1,0,0,1,-10.5936705328524,0,1.125
1993,1,4,126.445554121082,-0.594058645404876,0,1,0,0,1,-11.562879917952,0,1.16666666666667
1993,1,5,115.036398444441,-0.423193929016839,0,1,0,0,1,-12.2013743974261,0,1.20833333333333
1993,1,6,103.923653918978,-0.240628771389673,0,1,0,0,1,-12.485638347236,0,1.25
1993,1,7,93.3705792211992,-0.058793780151021,0,1,0,0,1,-12.3606551131195,0,1.29166666666667
1993,1,8,83.5532674903172,0.112279448089604,0.0213476583505406,0.0329647634376,0.0353616667352041,132.925827119205,1,-11.7315851815001,0,1.33333333333333
1993,1,9,75.2179968540947,0.255142061898748,0.183993796165757,0.0624592516105317,0.109403808140841,411.253004447166,1,-10.6958361230718,0,1.375
1993,1,10,68.6280746329831,0.364420528061973,0.305679285542704,0.0759074164220684,0.187303223077147,704.079817166432,1,-9.42506669232182,0,1.41666666666667
1993,1,11,64.3989143122407,0.432102837392077,0.368036783867198,0.0819219296455218,0.240951668219193,905.746327898693,1,-8.12988649197983,0,1.45833333333333
1993,1,12,63.0390806784716,0.453382650645589,0.385714893102316,0.0835518630052142,0.258428303633422,971.441653718404,1,-7.02495081737847,0,1.5
1993,1,13,64.7361331867341,0.426787625040937,0.363483613619459,0.0814971950528971,0.236627503250843,889.491630140188,1,-6.29338499230857,0,1.54166666666667
1993,1,14,69.2581030200573,0.354158783538451,0.295359946919931,0.0748663392093921,0.179470658716536,674.636914944232,1,-6.05563887775991,0,1.58333333333333
1993,1,15,76.0746063608057,0.240658242950477,0.166171278894344,0.0602003264828792,0.100190814490426,376.621016922488,1,-6.08414088698099,0,1.625
1993,1,16,84.5582378719347,0.0948339400682125,0.0105201042656063,0.028150883139233,0.0291485460766689,109.570474309859,1,-6.16278187094984,0,1.66666666666667
