"year","doy","hour","zenith_angle","cosine_zenith_angle","direct_transmittance","diffuse_transmittance","total_transmittance","solar","solar_source","temp","precip","doy_dbl"
1996,1,0,162.925190161274,-0.955922197617528,0,1,0,0,1,1.51720158285278,0.0105833333333333,1
1996,1,1,158.242888801604,-0.928763554417002,0,1,0,0,1,1.23073451113658,0.0105833333333333,1.04166666666667
1996,1,2,148.81845115022,-0.855531037763426,0,1,0,0,1,0.976674487377688,0.0105833333333333,1.08333333333333
1996,1,3,137.834389179779,-0.741207632489667,0,1,0,0,1,0.764373572244483,0.0105833333333333,1.125
1996,1,4,126.411116880444,-0.593575045890536,0,1,0,0,1,0.601646655340231,0.0105833333333333,1.16666666666667
1996,1,5,115.00414807129,-0.422683875052567,0,1,0,0,1,0.494483785696471,0.0105833333333333,1.20833333333333
1996,1,6,103.896528444528,-0.240169226253718,0,1,0,0,1,0.446829675446491,0.0105833333333333,1.25
1996,1,7,93.3513295559623,-0.0584583879787744,0,1,0,0,1,0.46980895272957,0.0105833333333333,1.29166666666667
1996,1,8,83.5450032813611,0.112422772515279,0.0214526083954332,0.0330033032405341,0.0354150649540332,17.4500959687673,1,0.583947949659071,0.0105833333333333,1.33333333333333
1996,1,9,75.2236534870674,0.255046601291716,0.183877252262392,0.0624447999141999,0.109342068158582,53.8762129976967,1,0.771725106859423,0.0105833333333333,1.375
1996,1,10,68.6510077034735,0.364047765209497,0.305308540543672,0.0758702619975601,0.187017153881857,92.149126008379,1,1.00198532045728,0.0105833333333333,1.41666666666667
1996,1,11,64.441302234788,0.431435541612068,0.367468229152266,0.0818690061427598,0.240407860612296,118.456375691408,1,1.23652489741834,0.0105833333333333,1.45833333333333
1996,1,12,63.1006906233318,0.452423959862703,0.384937040056235,0.0834807659707899,0.25763550593086,126.944968455957,1,1.4364301328406,0.0105833333333333,1.5
1996,1,13,64.8138391536726,0.425560728309009,0.362424634383556,0.081398111083085,0.235631802448477,116.103064369822,1,1.5685336890816,0.0105833333333333,1.54166666666667
1996,1,14,69.3471046301598,0.352705666976331,0.293879637942379,0.0747157959795305,0.17836880969076,87.8878198015018,1,1.61083583569817,0.0105833333333333,1.58333333333333
1996,1,15,76.1702238661081,0.239038115647778,0.164162186843137,0.0599391287532529,0.099180148556855,48.8691214532593,1,1.53254633336363,0.0105833333333333,1.625
1996,1,16,84.6554133599592,0.0931454161009887,0.00968642602634515,0.02767295097547,0.0285751971582254,14.0798819198747,1,1.31798691833547,0.0105833333333333,1.66666666666667
1996,1,17,94.6127567424321,-0.0804208523229394,0,1,0,0,1,0.975061431985683,0.0105833333333333,1.70833333333333
1996,1,18,105.242150943525,-0.262899043962259,0,1,0,0,1,0.516402406175768,0.0105833333333333,1.75
1996,1,19,116.399207574412,-0.444622791058598,0,1,0,0,1,-0.0410942881609897,0.0105833333333333,1.79166666666667
1996,1,20,127.822205101393,-0.613213233875134,0,1,0,0,1,-0.676891843367498,0.0105833333333333,1.83333333333333
1996,1,21,139.216685014108,-0.757185305141061,0,1,0,0,1,-1.36756904056879,0.0105833333333333,1.875
1996,1,22,150.080836033609,-0.866729969104089,0,1,0,0,1,-2.08768302979616,0.0105833333333333,1.91666666666667
1996,1,23,159.128588291923,-0.934382355951943,0,1,0,0,1,-2.81070658203071,0.0105833333333333,1.95833333333333
1996,2,0,162.848878899477,-0.955530282343979,0,1,0,0,1,-3.51000528710529,0.391583333333333,2
1996,2,1,158.237473592057,-0.928728516791163,0,1,0,0,1,-4.15981869989646,0.391583333333333,2.04166666666667
1996,2,2,148.847937443988,-0.855797376434333,0,1,0,0,1,-4.73620929179271,0.391583333333333,2.08333333333333
1996,2,3,137.876340015997,-0.741698928654793,0,1,0,0,1,-5.21794425040005,0.391583333333333,2.125
1996,2,4,126.455567108203,-0.594199216747589,0,1,0,0,1,-5.58727764415132,0.391583333333333,2.16666666666667
1996,2,5,115.045604490385,-0.423339502126527,0,1,0,0,1,-5.83060413879814,0.391583333333333,2.20833333333333
1996,2,6,103.930959163257,-0.240752523678157,0,1,0,0,1,-5.93896018447699,0.391583333333333,2.25
1996,2,7,93.37497292599,-0.0588703319401184,0,1,0,0,1,-5.80047991584976,0.391583333333333,2.29166666666667
1996,2,8,83.5536727497788,0.112272419700482,0.0213425181298193,0.0329628730642638,0.0353590492172,35.5023738579498,1,-5.15014180815249,0.391583333333333,2.33333333333333
1996,2,9,75.2132927286282,0.255221446218253,0.184090702996983,0.0624712652292083,0.109455160683433,109.898827069563,1,-4.07918400566789,0.391583333333333,2.375
1996,2,10,68.6171384911144,0.364598267717397,0.305855954298342,0.075925114982751,0.187439666090978,188.199435468252,1,-2.76502301010905,0.391583333333333,2.41666666666667
1996,2,11,64.381061715486,0.432383812785468,0.368275920106556,0.0819441798878156,0.241180726380565,242.158330182973,1,-1.42536473479849,0.391583333333333,2.45833333333333
1996,2,12,63.0145231280686,0.453764636029113,0.386024344988576,0.0835801318880984,0.258744328290216,259.793124531044,1,-0.28213901128061,0.391583333333333,2.5
1996,2,13,64.7061098344333,0.427261452552961,0.363891787002053,0.0815353557199113,0.237012289206501,237.972996633761,1,0.475265644795909,0.391583333333333,2.54166666666667
1996,2,14,69.2243990362339,0.354708840768702,0.295919062447541,0.0749231199499721,0.179888227552101,180.617387870599,1,0.721790890169902,0.391583333333333,2.58333333333333
1996,2,15,76.0389001794522,0.241263070988799,0.166920612179175,0.0602973874449363,0.100569166950614,100.97681478173,1,0.563852100797596,0.391583333333333,2.625
1996,2,16,84.5223038228678,0.0954582622687334,0.010838184867531,0.0283271003925395,0.0293616946861413,29.4807096041286,1,0.127056311828113,0.391583333333333,2.66666666666667
1996,2,17,94.4746364825466,-0.0780177757903901,0,1,0,0,1,-0.572493099580254,0.391583333333333,2.70833333333333
1996,2,18,105.103678453036,-0.260566492526931,0,1,0,0,1,-1.50900580234544,0.391583333333333,2.75
1996,2,19,116.260896859746,-0.442459254930607,0,1,0,0,1,-2.6479553251804,0.391583333333333,2.79166666666667
1996,2,20,127.683947801733,-0.611305344066862,0,1,0,0,1,-3.94735194612891,0.391583333333333,2.83333333333333
1996,2,21,139.077989028889,-0.755601885602766,0,1,0,0,1,-5.35929073022189,0.391583333333333,2.875
1996,2,22,149.941828266324,-0.865517313375621,0,1,0,0,1,-6.83171764365487,0.391583333333333,2.91666666666667
1996,2,23,158.996902709244,-0.933561052506616,0,1,0,0,1,-8.31034863304679,0.391583333333333,2.95833333333333
1996,3,0,162.764276828262,-0.955093806343784,0,1,0,0,1,-9.74067091896747,0,3
1996,3,1,158.224367731238,-0.928643684583829,0,1,0,0,1,-11.0699527219224,0,3.04166666666667
1996,3,2,148.871121606391,-0.856006631144188,0,1,0,0,1,-12.2491873281033,0,3.08333333333333
1996,3,3,137.912689064031,-0.742124299444112,0,1,0,0,1,-13.2348998229139,0,3.125
1996,3,4,126.494646825655,-0.594747679392585,0,1,0,0,1,-13.9907498833146,0,3.16666666666667
1996,3,5,115.08164974658,-0.423909372355384,0,1,0,0,1,-14.4888715387416,0,3.20833333333333
1996,3,6,103.959763922635,-0.241240443861186,0,1,0,0,1,-14.7109005075542,0,3.25
1996,3,7,93.3926530925097,-0.0591783710660613,0,1,0,0,1,-14.4882985789197,0,3.29166666666667
1996,3,8,83.5560719692752,0.112230810073985,0.0213120990560541,0.0329516807797641,0.0353435549212021,142.377630735447,1,-13.4287969935542,0,3.33333333333333
1996,3,9,75.1961186623125,0.255511252017591,0.184444398857108,0.0625150898213938,0.109642709101005,441.683616263864,1,-11.6827743571951,0,3.375
1996,3,10,68.5760372743808,0.365266146454912,0.306519181525331,0.0759915198613923,0.187952600111664,757.146414788417,1,-9.53899861647474,0,3.41666666666667
1996,3,11,64.3133505623636,0.433449111715526,0.36918117704466,0.0820283575390277,0.242049610791128,975.070283159448,1,-7.35202056918784,0,3.45833333333333
1996,3,12,62.9209523671313,0.455219336825919,0.387200322639745,0.0836874788205217,0.259948552911368,1047.17420641879,1,-5.48353607591178,0,3.5
1996,3,13,64.5913963428056,0.42907077533259,0.365446295177194,0.0816805350355466,0.238482860249648,960.702020186113,1,-4.24256657726385,0,3.54166666666667
1996,3,14,69.0953916763073,0.356813136625241,0.298051756552992,0.0751393063478717,0.181488088480208,731.104839400755,1,-3.83356370607851,0,3.58333333333333
1996,3,15,75.9020599524754,0.243580141865472,0.169787568885818,0.0606669785247813,0.102023858640982,410.991913636775,1,-3.94626677387253,0,3.625
1996,3,16,84.3843980908592,0.0978539012206855,0.0121077749869524,0.029000732460933,0.0301855254785085,121.59907541039,1,-4.26082200122642,0,3.66666666666667
1996,3,17,94.3323804186322,-0.07554226893347,0,1,0,0,1,-4.76562262205606,0,3.70833333333333
1996,3,18,104.961569555316,-0.258171103974484,0,1,0,0,1,-5.44204200988835,0,3.75
1996,3,19,116.119280283708,-0.440241335200696,0,1,0,0,1,-6.26512098132208,0,3.79166666666667
1996,3,20,127.542504254471,-0.609349802042988,0,1,0,0,1,-7.20448876436104,0,3.83333333333333
1996,3,21,138.935919305874,-0.753975359408897,0,1,0,0,1,-8.22548364882987,0,3.875
1996,3,22,149.798723827517,-0.864263597768982,0,1,0,0,1,-9.29043196801891,0,3.91666666666667
1996,3,23,158.859382685492,-0.932698096569134,0,1,0,0,1,-10.3600382184438,0,3.95833333333333
1996,4,0,162.671447249016,-0.954612487304627,0,1,0,0,1,-11.394835023723,0.254,4
1996,4,1,158.20348932602,-0.928508441544851,0,1,0,0,1,-12.3566394403889,0.254,4.04166666666667
1996,4,2,148.887892592606,-0.856157914696072,0,1,0,0,1,-13.2099618694391,0.254,4.08333333333333
1996,4,3,137.943332460622,-0.742482668432997,0,1,0,0,1,-13.9233155862318,0.254,4.125
1996,4,4,126.528264438813,-0.595219262992657,0,1,0,0,1,-14.4703785684129,0.254,4.16666666666667
1996,4,5,115.112205431951,-0.424392321888947,0,1,0,0,1,-14.8309647516118,0.254,4.20833333333333
1996,4,6,103.982878277795,-0.2416319309169,0,1,0,0,1,-14.9917688745655,0.254,4.25
1996,4,7,93.4043206967055,-0.0593816510555003,0,1,0,0,1,-14.8085427138417,0.254,4.29166666666667
1996,4,8,83.5521688093737,0.112298502415218,0.02136159674349,0.0329698881275178,0.0353687634510095,45.6630692763712,1,-13.9401708954129,0.254,4.33333333333333
1996,4,9,75.1721158551343,0.255916251737328,0.184938475926411,0.062576247052868,0.109905008613969,141.893567444372,1,-12.5084485283893,0.254,4.375
1996,4,10,68.5277068525008,0.366051256468322,0.307297556850192,0.0760693799020991,0.188556036696758,243.436482536013,1,-10.7497380578626,0.254,4.41666666666667
1996,4,11,64.2381899541272,0.434630903864699,0.370182817336136,0.0821214034112141,0.2430142959052,313.745167948499,1,-8.95438425778922,0.254,4.45833333333333
1996,4,12,62.8200180377386,0.456787154279843,0.388463328428922,0.0838026287834158,0.261247687118539,337.285504813008,1,-7.41878133403208,0.254,4.5
1996,4,13,64.4697569846549,0.430987457603835,0.367085955764342,0.0818334044420662,0.240042847239014,309.908860058257,1,-6.39644132922529,0.254,4.54166666666667
1996,4,14,68.9601579427739,0.359017051412369,0.300274792766112,0.0753639842100058,0.183167754922355,236.479906734714,1,-6.0556442136109,0.254,4.58333333333333
1996,4,15,75.7597915184503,0.245987653459807,0.172759880998171,0.0610472567163214,0.103544054455057,133.681216712219,1,-6.11652096897792,0.254,4.625
1996,4,16,84.2417870289089,0.100330682739565,0.0135016288188746,0.0296928165306214,0.0310474441681152,40.0840022543239,1,-6.28799772085835,0.254,4.66666666666667
1996,4,17,94.1860922756375,-0.0729961112627391,0,1,0,0,1,-6.5637412726343,0.254,4.70833333333333
1996,4,18,104.815929489355,-0.255714546268142,0,1,0,0,1,-6.93356751415463,0.254,4.75
1996,4,19,115.974462291824,-0.437970495390317,0,1,0,0,1,-7.38381755419171,0.254,4.79166666666667
1996,4,20,127.397976856457,-0.607347788154418,0,1,0,0,1,-7.8978621879146,0.254,4.83333333333333
1996,4,21,138.790576609323,-0.752306564595142,0,1,0,0,1,-8.45671606774683,0.254,4.875
1996,4,22,149.651626563811,-0.862969282513652,0,1,0,0,1,-9.03973889427268,0.254,4.91666666666667
1996,4,23,158.716146957505,-0.931793561166233,0,1,0,0,1,-9.62539772992126,0.254,4.95833333333333
1996,5,0,162.570460618464,-0.954086028392415,0,1,0,0,1,-10.1920622806936,0,5
1996,5,1,158.174763457646,-0.928322163862882,0,1,0,0,1,-10.7188037735807,0,5.04166666666667
1996,5,2,148.898142873649,-0.856250341771524,0,1,0,0,1,-11.1861679245197,0,5.08333333333333
1996,5,3,137.968169075988,-0.742772972342897,0,1,0,0,1,-11.5768934486566,0,5.125
1996,5,4,126.556331141354,-0.595612822179352,0,1,0,0,1,-11.8765495759842,0,5.16666666666667
1996,5,5,115.137196184877,-0.424787224860772,0,1,0,0,1,-12.0740690268198,0,5.20833333333333
1996,5,6,104.000241112331,-0.241925978799928,0,1,0,0,1,-12.1621567625983,0,5.25
1996,5,7,93.4099299427463,-0.0594793778241108,0,1,0,0,1,-12.0361230244355,0,5.29166666666667
1996,5,8,83.5419342092591,0.112475998187334,0.0214916460150104,0.033017611154732,0.0354349054929592,56.8012449809405,1,-11.4439407587288,0,5.33333333333333
1996,5,9,75.1412725045364,0.256436606100042,0.185572920714331,0.062654674838396,0.110242364810451,176.715684259998,1,-10.4673727981457,0,5.375
1996,5,10,68.4721535763918,0.366953377316781,0.308190250513758,0.0761585772103957,0.189250030492524,303.362946651353,1,-9.26733048677252,0,5.41666666666667
1996,5,11,64.1556044092041,0.435928579957294,0.371279524078036,0.0822231672776208,0.244074522976179,391.24520244398,1,-8.04154755034852,0,5.45833333333333
