"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2025,1,0,162.534666666667,0,0,0,-0.143333333333333,82.4333333333334,9.45333333333333,992.488333333333,162.534666666667,0,0,0,-0.143333333333333,82.4333333333334,9.45333333333333,992.488333333333
2025,1,1,158.2895,0,0,0,-0.684999999999999,81.4533333333333,9.8,992.936666666666,158.2895,0,0,0,-0.684999999999999,81.4533333333333,9.8,992.936666666666
2025,1,2,149.084833333333,0,0,0,-1.07,80.1366666666667,9.50166666666667,993.638333333333,149.084833333333,0,0,0,-1.07,80.1366666666667,9.50166666666667,993.638333333333
2025,1,3,138.165833333333,0,0,0,-0.991666666666666,76.64,8.34833333333333,994.156666666667,138.165833333333,0,0,0,-0.991666666666666,76.64,8.34833333333333,994.156666666667
2025,1,4,126.756666666667,0,0,0,-0.899999999999999,75.0783333333334,8.56166666666667,994.526666666666,126.756666666667,0,0,0,-0.899999999999999,75.0783333333334,8.56166666666667,994.526666666666
2025,1,5,115.345833333333,0,0,0,-0.780000000000001,71.86,8.21666666666667,994.983333333333,115.345833333333,0,0,0,-0.780000000000001,71.86,8.21666666666667,994.983333333333
2025,1,6,104.220833333333,0,0,0,-0.83,72.2583333333333,8.525,995.464999999999,104.220833333333,0,0,0,-0.83,72.2583333333333,8.525,995.464999999999
2025,1,7,93.5385,-0.178333333333333,2.53,1.35,-1.345,70.705,8.89666666666667,996.038333333333,93.5385,-0.178333333333333,2.53,1.35,-1.345,70.705,8.89666666666667,996.038333333333
2025,1,8,83.7861666666667,67.3399999999999,34.0216666666667,16.3895833333333,-1.23833333333333,68.47,6.21166666666667,996.533333333333,83.7861666666667,67.3399999999999,34.0216666666667,16.3895833333333,-1.23833333333333,68.47,6.21166666666667,996.533333333333
2025,1,9,75.445,466.836666666667,92.175,87.675,-0.633333333333333,68.6833333333333,7.74833333333333,997.195000000001,75.445,466.836666666667,92.175,87.675,-0.633333333333333,68.6833333333333,7.74833333333333,997.195000000001
2025,1,10,68.8085,633.615,113.098333333333,141.268333333333,-0.133333333333333,65.3083333333334,10.8683333333333,997.690000000001,68.8085,633.615,113.098333333333,141.268333333333,-0.133333333333333,65.3083333333334,10.8683333333333,997.690000000001
2025,1,11,64.5196666666667,403.540677966102,162.978333333333,141.463333333333,-0.02,60.59,11.6433333333333,997.601666666667,64.5196666666667,403.540677966102,162.978333333333,141.463333333333,-0.02,60.59,11.6433333333333,997.601666666667
2025,1,12,63.0793333333333,5.90666666666667,184.581666666667,83.04,-0.2,62.385,11.0833333333333,996.945000000001,63.0793333333333,5.90666666666667,184.581666666667,83.04,-0.2,62.385,11.0833333333333,996.945000000001
2025,1,13,64.6846666666667,551.113333333333,177.556666666667,170.411666666667,0.106666666666667,62.2766666666667,11.0466666666667,996.741666666666,64.6846666666667,551.113333333333,177.556666666667,170.411666666667,0.106666666666667,62.2766666666667,11.0466666666667,996.741666666666
2025,1,14,69.1185,416.105,131.428333333333,115.126666666667,0.486666666666667,62.3466666666667,9.64666666666667,996.513333333333,69.1185,416.105,131.428333333333,115.126666666667,0.486666666666667,62.3466666666667,9.64666666666667,996.513333333333
2025,1,15,75.867,173.931666666667,100.331666666667,61.5116666666667,0.811666666666666,62.725,9.22333333333334,997.02,75.867,173.931666666667,100.331666666667,61.5116666666667,0.811666666666666,62.725,9.22333333333334,997.02
2025,1,16,84.2743333333333,12.605,37.9166666666667,17.1385964912281,0.788333333333333,63.6466666666667,7.84333333333333,997.553333333332,84.2743333333333,12.605,37.9166666666667,17.1385964912281,0.788333333333333,63.6466666666667,7.84333333333333,997.553333333332
