"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2002,1,0,162.577,0.98,-0.07,NA,-11.18,66.84,3.28,996.645,162.577,0.98,-0.07,0,-11.18,66.84,3.28,996.645
2002,1,1,158.551,1.15,-0.135,NA,-11.76,68.56,3.5,996.815,158.551,1.15,-0.135,0,-11.76,68.56,3.5,996.815
2002,1,2,149.4315,2.005,-0.155,NA,-12.205,70.35,2.82,997.255,149.4315,2.005,-0.155,0,-12.205,70.35,2.82,997.255
2002,1,3,138.5365,2.105,-0.095,NA,-12.445,70.815,2.76,997.405,138.5365,2.105,-0.095,0,-12.445,70.815,2.76,997.405
2002,1,4,127.1335,1.45,-0.18,NA,-13.13,73.765,2.175,997.54,127.1335,1.45,-0.18,0.143076923076923,-13.13,73.765,2.175,997.54
2002,1,5,115.7165,1.84,-0.3,NA,-12.93,72.98,2.48,997.525,115.7165,1.84,-0.3,20.0442307692308,-12.93,72.98,2.48,997.525
2002,1,6,104.583,2.635,-0.36,NA,-13.645,75,3.05,997.795,104.583,2.635,-0.36,91.41,-13.645,75,3.05,997.795
2002,1,7,93.88,23.31,1.965,NA,-14.005,77.15,2.775,998.625,93.88,23.31,1.965,179.124615384615,-14.005,77.15,2.775,998.625
2002,1,8,84.089,510.96,25.71,NA,-13.58,77.755,1.81,999.78,84.089,510.96,25.71,263.111923076923,-13.58,77.755,1.81,999.78
2002,1,9,75.714,781.035,44.28,NA,-11.435,71.61,2.275,1000.545,75.714,781.035,44.28,296.460384615385,-11.435,71.61,2.275,1000.545
2002,1,10,69.0185,884.66,52.6,NA,-9.635,64.42,2.505,1000.73,69.0185,884.66,52.6,332.399230769231,-9.635,64.42,2.505,1000.73
2002,1,11,64.65,931.97,58.22,NA,-7.665,55.12,1.74,1000.48,64.65,931.97,58.22,377.205384615385,-7.665,55.12,1.74,1000.48
2002,1,12,63.117,947.605,58.775,NA,-6.03,46.495,2.26,999.975,63.117,947.605,58.775,371.603076923077,-6.03,46.495,2.26,999.975
2002,1,13,64.629,795.39,80.495,NA,-4.725,40.295,3.06,999.525,64.629,795.39,80.495,331.537307692308,-4.725,40.295,3.06,999.525
2002,1,14,68.979,525.17,152.01,NA,-3.975,37.675,3.595,999.58,68.979,525.17,152.01,340.072692307692,-3.975,37.675,3.595,999.58
