"year","doy","hour","min","zen","direct_n","qc_direct_n","diffuse","qc_diffuse","par","qc_par","temp","qc_temp","rh","qc_rh","windspeed","qc_windspeed","pressure","qc_pressure"
2021,1,0,0,105.03,0,0,-0.1,0,0,0,-2.2,0,84.7,0,4.2,0,1000.1,0
2021,1,0,1,105.21,0,0,-0.2,0,0,0,-2.2,0,84.4,0,5.5,0,1000.1,0
2021,1,0,2,105.39,0,0,-0.4,0,0,0,-2.2,0,84.6,0,5.1,0,1000,0
2021,1,0,3,105.58,0,0,-0.4,0,0,0,-2.2,0,83.6,0,5.6,0,1000,0
2021,1,0,4,105.76,0,0,-0.4,0,0,0,-2.3,0,84.5,0,3.8,0,1000,0
2021,1,0,5,105.94,0,0,-0.4,0,0,0,-2.2,0,84.7,0,3.6,0,1000,0
2021,1,0,6,106.13,0,0,-0.4,0,0,0,-2.3,0,84.2,0,4.3,0,1000,0
2021,1,0,7,106.31,0.1,0,-0.4,0,0,0,-2.3,0,83.6,0,4.8,0,1000,0
2021,1,0,8,106.49,0,0,-0.4,0,0,0,-2.3,0,83.9,0,5.4,0,1000,0
2021,1,0,9,106.68,0,0,-0.4,0,0,0,-2.4,0,84,0,5.4,0,1000.1,0
2021,1,0,10,106.86,0.1,0,-0.4,0,0,0,-2.4,0,83.5,0,5.3,0,1000.1,0
2021,1,0,11,107.04,0.2,0,-0.4,0,0,0,-2.5,0,83.6,0,4.6,0,1000.1,0
2021,1,0,12,107.23,0.3,0,-0.4,0,0,0,-2.5,0,83.5,0,4.6,0,1000.1,0
2021,1,0,13,107.41,0.4,0,-0.4,0,0,0,-2.5,0,83.2,0,5.2,0,1000.1,0
2021,1,0,14,107.6,0.4,0,-0.4,0,0,0,-2.5,0,83.1,0,5.6,0,1000.1,0
2021,1,0,15,107.78,0.4,0,-0.4,0,0,0,-2.5,0,82.9,0,4.9,0,1000,0
2021,1,0,16,107.96,0.4,0,-0.4,0,0,0,-2.5,0,83,0,4.3,0,1000,0
2021,1,0,17,108.15,0.4,0,-0.4,0,0,0,-2.5,0,82.8,0,4.7,0,1000,0
2021,1,0,18,108.33,0.4,0,-0.4,0,0,0,-2.6,0,83.3,0,4.9,0,1000,0
2021,1,0,19,108.52,0.4,0,-0.4,0,0,0,-2.5,0,83.6,0,4.7,0,1000,0
2021,1,0,20,108.7,0.4,0,-0.4,0,0,0,-2.6,0,83.5,0,4.7,0,1000,0
2021,1,0,21,108.89,0.3,0,-0.4,0,0,0,-2.6,0,83.9,0,3.3,0,1000,0
2021,1,0,22,109.07,0.2,0,-0.4,0,0,0,-2.6,0,84,0,3.5,0,999.9,0
2021,1,0,23,109.26,0.1,0,-0.4,0,0,0,-2.6,0,83.7,0,4.3,0,999.9,0
2021,1,0,24,109.44,0.1,0,-0.4,0,0,0,-2.6,0,83.7,0,3.7,0,999.8,0
2021,1,0,25,109.63,0,0,-0.4,0,0,0,-2.6,0,84,0,4,0,999.8,0
2021,1,0,26,109.82,0,0,-0.4,0,0,0,-2.6,0,83.9,0,4.2,0,999.8,0
2021,1,0,27,110,0,0,-0.4,0,0,0,-2.6,0,84,0,4.5,0,999.8,0
2021,1,0,28,110.19,0.1,0,-0.4,0,0,0,-2.6,0,84.5,0,3.9,0,999.9,0
2021,1,0,29,110.37,0.1,0,-0.4,0,0,0,-2.6,0,84.4,0,4.6,0,999.9,0
2021,1,0,30,110.56,0.1,0,-0.4,0,0,0,-2.6,0,83.8,0,4.5,0,999.9,0
2021,1,0,31,110.75,0.3,0,-0.4,0,0,0,-2.6,0,83.9,0,4.2,0,999.8,0
2021,1,0,32,110.93,0.3,0,-0.4,0,0,0,-2.6,0,84.2,0,4.4,0,999.8,0
2021,1,0,33,111.12,0.4,0,-0.4,0,0,0,-2.6,0,84.4,0,5.4,0,999.8,0
2021,1,0,34,111.3,0.4,0,-0.4,0,0,0,-2.6,0,84.3,0,5.9,0,999.8,0
2021,1,0,35,111.49,0.4,0,-0.4,0,0,0,-2.6,0,84,0,5.9,0,999.7,0
2021,1,0,36,111.68,0.4,0,-0.4,0,0,0,-2.6,0,84,0,6.5,0,999.7,0
2021,1,0,37,111.87,0.3,0,-0.4,0,0,0,-2.6,0,84.2,0,6,0,999.7,0
2021,1,0,38,112.05,0.3,0,-0.4,0,0,0,-2.6,0,84.4,0,6.1,0,999.7,0
2021,1,0,39,112.24,0.2,0,-0.4,0,0,0,-2.6,0,84.5,0,5.6,0,999.6,0
2021,1,0,40,112.43,0.3,0,-0.4,0,0,0,-2.7,0,84.7,0,6.1,0,999.7,0
2021,1,0,41,112.61,0.2,0,-0.4,0,0,0,-2.7,0,84.2,0,5.8,0,999.7,0
2021,1,0,42,112.8,0.3,0,-0.4,0,0,0,-2.6,0,84.3,0,5.3,0,999.7,0
2021,1,0,43,112.99,0.3,0,-0.4,0,0,0,-2.6,0,84.2,0,5.5,0,999.8,0
2021,1,0,44,113.18,0.3,0,-0.4,0,0,0,-2.6,0,84,0,4.9,0,999.9,0
2021,1,0,45,113.36,0.2,0,-0.4,0,0,0,-2.7,0,84.4,0,4.5,0,1000,0
2021,1,0,46,113.55,0.2,0,-0.4,0,0,0,-2.7,0,84.3,0,3.6,0,1000,0
2021,1,0,47,113.74,0.2,0,-0.4,0,0,0,-2.7,0,84.4,0,4.2,0,1000,0
2021,1,0,48,113.93,0.2,0,-0.4,0,0,0,-2.7,0,84.5,0,3.7,0,999.9,0
2021,1,0,49,114.11,0.1,0,-0.4,0,0,0,-2.7,0,84.6,0,4.3,0,999.9,0
2021,1,0,50,114.3,0,0,-0.4,0,0,0,-2.7,0,84.8,0,3.5,0,999.9,0
2021,1,0,51,114.49,0,0,-0.4,0,0,0,-2.7,0,84.9,0,3.5,0,999.8,0
2021,1,0,52,114.68,0.1,0,-0.4,0,0,0,-2.7,0,85,0,5.5,0,999.8,0
2021,1,0,53,114.87,0.1,0,-0.4,0,0,0,-2.7,0,85.3,0,5.6,0,999.8,0
2021,1,0,54,115.06,0.2,0,-0.4,0,0,0,-2.7,0,85.4,0,6,0,999.8,0
2021,1,0,55,115.24,0.3,0,-0.4,0,0,0,-2.7,0,85.5,0,5.5,0,999.8,0
2021,1,0,56,115.43,0.3,0,-0.4,0,0,0,-2.7,0,85.8,0,5.3,0,999.8,0
2021,1,0,57,115.62,0.4,0,-0.4,0,0,0,-2.7,0,85.9,0,4.6,0,999.9,0
2021,1,0,58,115.81,0.4,0,-0.4,0,0,0,-2.7,0,86.2,0,4,0,1000.1,0
2021,1,0,59,116,0.3,0,-0.4,0,0,0,-2.7,0,86,0,4.2,0,1000.2,0
