"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
1995,1,0,162.6025,-1.06,NA,0.5,NA,NA,NA,NA,162.6025,-1.06,NA,0.5,NA,NA,NA,NA
1995,1,1,158.555,-0.635,NA,0.5,NA,NA,NA,NA,158.555,-0.635,NA,0.5,NA,NA,NA,NA
1995,1,2,149.426,-0.33,NA,0.48,NA,NA,NA,NA,149.426,-0.33,NA,0.48,NA,NA,NA,NA
1995,1,3,138.5275,-0.375,NA,0.46,NA,NA,NA,NA,138.5275,-0.375,NA,0.46,NA,NA,NA,NA
1995,1,4,127.1235,-0.795,NA,0.405,NA,NA,NA,NA,127.1235,-0.795,NA,0.405,NA,NA,NA,NA
1995,1,5,115.7065,-0.105,NA,0.4,NA,NA,NA,NA,115.7065,-0.105,NA,0.4,NA,NA,NA,NA
1995,1,6,104.5745,-0.605,NA,0.365,NA,NA,NA,NA,104.5745,-0.605,NA,0.365,NA,NA,NA,NA
1995,1,7,93.876,-0.37,NA,1.015,NA,NA,NA,NA,93.876,-0.37,NA,1.015,NA,NA,NA,NA
1995,1,8,84.089,-0.175,NA,16.24,NA,NA,NA,NA,84.089,-0.175,NA,16.24,NA,NA,NA,NA
1995,1,9,75.72,-0.66,NA,40.65,NA,NA,NA,NA,75.72,-0.66,NA,40.65,NA,NA,NA,NA
1995,1,10,69.0285,-0.55,NA,78.735,NA,NA,NA,NA,69.0285,-0.55,NA,78.735,NA,NA,NA,NA
1995,1,11,64.6675,2.09,NA,146.15,NA,NA,NA,NA,64.6675,2.09,NA,146.15,NA,NA,NA,NA
1995,1,12,63.143,-1.355,NA,120.43,NA,NA,NA,NA,63.143,-1.355,NA,120.43,NA,NA,NA,NA
1995,1,13,64.661,5.935,NA,141.01,NA,NA,NA,NA,64.661,5.935,NA,141.01,NA,NA,NA,NA
