"year","doy","hour","min","zen","direct_n","qc_direct_n","diffuse","qc_diffuse","par","qc_par","temp","qc_temp","rh","qc_rh","windspeed","qc_windspeed","pressure","qc_pressure"
2022,1,0,0,105.06,0,0,-0.4,0,0,0,10.6,0,95.3,0,3.7,0,977.9,0
2022,1,0,1,105.25,0,0,-0.4,0,0,0,10.6,0,95.3,0,3.7,0,977.9,0
2022,1,0,2,105.43,0,0,-0.4,0,0,0,10.6,0,95.2,0,3.6,0,977.9,0
2022,1,0,3,105.61,0,0,-0.4,0,0,0,10.6,0,95.1,0,3.4,0,977.9,0
2022,1,0,4,105.79,0,0,-0.4,0,0,0,10.6,0,94.9,0,3.2,0,977.8,0
2022,1,0,5,105.98,0,0,-0.4,0,0,0,10.5,0,94.6,0,2.7,0,977.8,0
2022,1,0,6,106.16,0,0,-0.4,0,0,0,10.4,0,94.7,0,2.8,0,977.8,0
2022,1,0,7,106.34,0,0,-0.9,0,0,0,10.4,0,94.9,0,2.9,0,977.9,0
2022,1,0,8,106.53,0,0,-1.1,0,0,0,10.4,0,95,0,2.8,0,977.9,0
2022,1,0,9,106.71,0,0,-1.1,0,0,0,10.4,0,94.9,0,2.9,0,977.9,0
2022,1,0,10,106.89,0,0,-1.1,0,0,0,10.4,0,95,0,3,0,977.9,0
2022,1,0,11,107.08,0,0,-1.1,0,0,0,10.4,0,95.1,0,3,0,977.8,0
2022,1,0,12,107.26,0,0,-1.1,0,0,0,10.4,0,95.1,0,3.1,0,977.8,0
2022,1,0,13,107.44,0,0,-1.1,0,0,0,10.4,0,95.1,0,3.2,0,977.8,0
2022,1,0,14,107.63,0,0,-1.1,0,0,0,10.3,0,95,0,3.2,0,977.8,0
2022,1,0,15,107.81,0,0,-1.1,0,0,0,10.2,0,94.7,0,3.3,0,977.8,0
2022,1,0,16,108,0,0,-1.1,0,0,0,10.1,0,94.6,0,3.3,0,977.8,0
2022,1,0,17,108.18,0,0,-1.1,0,0,0,10,0,94.7,0,3.3,0,977.9,0
2022,1,0,18,108.37,0,0,-1.1,0,0,0,9.9,0,94.7,0,3.4,0,978,0
2022,1,0,19,108.55,0,0,-1.1,0,0,0,9.8,0,94.9,0,3.5,0,978,0
2022,1,0,20,108.74,0,0,-1.1,0,0,0,9.9,0,95.4,0,3.4,0,978,0
2022,1,0,21,108.92,0,0,-0.9,0,0,0,10.1,0,95.6,0,3.3,0,978.1,0
2022,1,0,22,109.11,0,0,-0.6,0,0,0,10.1,0,95.4,0,3.1,0,978.2,0
2022,1,0,23,109.29,0,0,-0.4,0,0,0,10,0,95.2,0,3.3,0,978.2,0
2022,1,0,24,109.48,0,0,-0.4,0,0,0,10,0,95.2,0,3.2,0,978.2,0
2022,1,0,25,109.66,0,0,-0.4,0,0,0,10,0,95.2,0,3.4,0,978.2,0
2022,1,0,26,109.85,0,0,-0.4,0,0,0,10,0,95.3,0,3.3,0,978.1,0
2022,1,0,27,110.03,0,0,-0.4,0,0,0,10,0,95.2,0,3.4,0,978.1,0
2022,1,0,28,110.22,0,0,-0.4,0,0,0,10,0,95.4,0,3.6,0,978.1,0
2022,1,0,29,110.41,0.3,0,-0.4,0,0,0,10.2,0,95.6,0,3.9,0,978,0
2022,1,0,30,110.59,0.4,0,0.1,0,0,0,10.4,0,95.8,0,4,0,978,0
2022,1,0,31,110.78,0.3,0,0.4,0,0,0,10.4,0,95.8,0,4,0,978,0
2022,1,0,32,110.97,0.2,0,0.4,0,0,0,10.5,0,95.7,0,4,0,978,0
2022,1,0,33,111.15,0.1,0,0.4,0,0,0,10.5,0,95.6,0,3.8,0,977.9,0
2022,1,0,34,111.34,0,0,0.4,0,0,0,10.6,0,95.6,0,4,0,977.9,0
2022,1,0,35,111.53,0,0,0.4,0,0,0,10.6,0,95.6,0,4.1,0,977.9,0
2022,1,0,36,111.71,0,0,0.4,0,0,0,10.7,0,95.6,0,4.2,0,977.9,0
2022,1,0,37,111.9,0,0,0.4,0,0,0,10.7,0,95.6,0,4.1,0,977.9,0
2022,1,0,38,112.09,0,0,0.3,0,0,0,10.7,0,95.4,0,3.8,0,978,0
2022,1,0,39,112.27,0,0,0.2,0,0,0,10.6,0,95.3,0,3.9,0,978,0
2022,1,0,40,112.46,0.1,0,0.1,0,0,0,10.7,0,95.4,0,4,0,978,0
2022,1,0,41,112.65,0,0,-0.1,0,0,0,10.7,0,95.4,0,4.1,0,977.9,0
2022,1,0,42,112.83,0,0,-0.1,0,0,0,10.7,0,95.4,0,4,0,977.9,0
2022,1,0,43,113.02,0,0,-0.4,0,0,0,10.7,0,95.3,0,3.7,0,977.9,0
2022,1,0,44,113.21,0,0,-0.4,0,0,0,10.7,0,95.3,0,3.3,0,978,0
2022,1,0,45,113.4,0,0,-0.4,0,0,0,10.6,0,95.2,0,3.2,0,978,0
2022,1,0,46,113.58,0,0,-0.4,0,0,0,10.6,0,95.1,0,3.4,0,978,0
2022,1,0,47,113.77,0,0,-0.4,0,0,0,10.6,0,95.2,0,3.8,0,977.9,0
2022,1,0,48,113.96,0,0,-0.4,0,0,0,10.6,0,95.4,0,4.1,0,977.9,0
2022,1,0,49,114.15,0,0,-0.4,0,0,0,10.7,0,95.5,0,4.1,0,977.9,0
2022,1,0,50,114.34,0,0,-0.4,0,0,0,10.7,0,95.4,0,4.1,0,977.9,0
2022,1,0,51,114.52,0,0,-0.4,0,0,0,10.7,0,95.3,0,4.2,0,977.9,0
