"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2004,1,0,162.616,0.415,1.025,0,0.46,74.26,3.44,998.645,162.616,0.415,1.025,0,0.46,74.26,3.44,998.645
2004,1,1,158.554,0.47,0.89,0,0.51,75.515,4.255,998.325,158.554,0.47,0.89,0,0.51,75.515,4.255,998.325
2004,1,2,149.4165,-0.065,1.075,0,0.295,76.645,3.8,998.695,149.4165,-0.065,1.075,0,0.295,76.645,3.8,998.695
2004,1,3,138.5145,0.42,0.975,0,0.08,78.64,4.11,998.76,138.5145,0.42,0.975,0,0.08,78.64,4.11,998.76
2004,1,4,127.11,0.21,0.98,0,0.21,80.925,4.41,998.265,127.11,0.21,0.98,0,0.21,80.925,4.41,998.265
2004,1,5,115.6955,0.19,1.115,0,-0.175,84.905,4.325,997.99,115.6955,0.19,1.115,0,-0.175,84.905,4.325,997.99
2004,1,6,104.563,0.33,1.13,0,-0.28,89.345,4.44,997.495,104.563,0.33,1.13,0,-0.28,89.345,4.44,997.495
2004,1,7,93.867,1.225,2.03,0.585,-0.145,90.66,4.515,996.5,93.867,1.225,2.03,0.585,-0.145,90.66,4.515,996.5
2004,1,8,84.082,24.045,22.73,10.1,1.075,89.145,4.56,996.32,84.082,24.045,22.73,10.1,1.075,89.145,4.56,996.32
2004,1,9,75.717,0.805,43.235,19.88,1.94,87.41,4.24,997.03,75.717,0.805,43.235,19.88,1.94,87.41,4.24,997.03
2004,1,10,69.0315,0.575,61.31,29.285,2.295,87.14,4.58,996.53,69.0315,0.575,61.31,29.285,2.295,87.14,4.58,996.53
2004,1,11,64.6765,23.495,163.335,77.285,3.49,83.89,6.325,994.755,64.6765,23.495,163.335,77.285,3.49,83.89,6.325,994.755
2004,1,12,63.159,18.855,218.085,102.585,6.035,79.32,6.52,992.85,63.159,18.855,218.085,102.585,6.035,79.32,6.52,992.85
