"year","doy","hour","min","zen","direct_n","qc_direct_n","diffuse","qc_diffuse","par","qc_par","temp","qc_temp","rh","qc_rh","windspeed","qc_windspeed","pressure","qc_pressure"
2023,1,0,0,105.1,0,0,0,0,0,0,3.6,0,85.7,0,3.7,0,986.8,0
2023,1,0,1,105.28,0,0,0,0,0,0,3.7,0,86,0,3.7,0,986.8,0
2023,1,0,2,105.46,0,0,0,0,0,0,3.8,0,85.6,0,3.8,0,986.8,0
2023,1,0,3,105.64,0,0,0,0,0,0,3.8,0,85.4,0,3.9,0,986.8,0
2023,1,0,4,105.83,0,0,0,0,0,0,3.9,0,85.2,0,3.9,0,986.9,0
2023,1,0,5,106.01,0,0,0,0,0,0,3.9,0,84.9,0,3.9,0,986.9,0
2023,1,0,6,106.19,0,0,0,0,0,0,3.8,0,84.9,0,3.9,0,986.9,0
2023,1,0,7,106.38,0,0,0,0,0,0,3.7,0,85,0,3.8,0,986.9,0
2023,1,0,8,106.56,0,0,0,0,0,0,3.7,0,85.3,0,3.8,0,986.9,0
2023,1,0,9,106.74,0,0,0,0,0,0,3.6,0,85.6,0,3.9,0,986.9,0
2023,1,0,10,106.93,0,0,0,0,0,0,3.6,0,85.8,0,3.9,0,986.9,0
2023,1,0,11,107.11,0,0,0,0,0,0,3.6,0,86,0,4,0,986.9,0
2023,1,0,12,107.29,0,0,0,0,0,0,3.6,0,86.1,0,4,0,986.9,0
2023,1,0,13,107.48,0,0,0,0,0,0,3.6,0,86,0,4,0,986.9,0
2023,1,0,14,107.66,0,0,0,0,0,0,3.5,0,86.2,0,4,0,986.9,0
2023,1,0,15,107.85,0,0,0,0,0,0,3.5,0,86.4,0,4.1,0,986.9,0
2023,1,0,16,108.03,0,0,0.1,0,0,0,3.6,0,86.5,0,4.1,0,986.9,0
2023,1,0,17,108.22,0,0,0.2,0,0,0,3.6,0,86.3,0,4,0,986.9,0
2023,1,0,18,108.4,0,0,0.1,0,0,0,3.5,0,86.1,0,4,0,986.9,0
2023,1,0,19,108.59,0,0,0.1,0,0,0,3.4,0,86.2,0,4,0,986.9,0
2023,1,0,20,108.77,0.1,0,0.2,0,0,0,3.3,0,86.6,0,4.1,0,986.9,0
2023,1,0,21,108.95,0.1,0,0.2,0,0,0,3.2,0,87.2,0,4.1,0,986.9,0
2023,1,0,22,109.14,0.4,0,0.3,0,0,0,3.3,0,87.5,0,4,0,986.9,0
2023,1,0,23,109.33,0.4,0,0.2,0,0,0,3.3,0,87.4,0,3.9,0,987,0
2023,1,0,24,109.51,0.4,0,0.2,0,0,0,3.3,0,87.2,0,3.9,0,987,0
2023,1,0,25,109.7,0.4,0,0.1,0,0,0,3.3,0,87.2,0,3.9,0,987,0
2023,1,0,26,109.88,0.4,0,0.1,0,0,0,3.2,0,87.3,0,4,0,987,0
2023,1,0,27,110.07,0.4,0,0,0,0,0,3.3,0,87.6,0,4.1,0,987,0
2023,1,0,28,110.25,0.4,0,0.1,0,0,0,3.3,0,87.6,0,4.1,0,986.9,0
2023,1,0,29,110.44,0.4,0,0,0,0,0,3.3,0,87.6,0,4.2,0,986.9,0
2023,1,0,30,110.63,0.4,0,0,0,0,0,3.3,0,87.7,0,4.3,0,986.9,0
2023,1,0,31,110.81,0.4,0,0,0,0,0,3.3,0,87.7,0,4.3,0,986.9,0
2023,1,0,32,111,0.4,0,0,0,0,0,3.3,0,87.7,0,4.5,0,986.9,0
2023,1,0,33,111.18,0.4,0,0,0,0,0,3.3,0,87.6,0,4.5,0,986.9,0
2023,1,0,34,111.37,0.4,0,0.1,0,0,0,3.3,0,87.4,0,4.5,0,986.9,0
2023,1,0,35,111.56,0.5,0,0.1,0,0,0,3.3,0,87.4,0,4.5,0,987,0
2023,1,0,36,111.74,0.4,0,0.1,0,0,0,3.3,0,87.6,0,4.6,0,987.1,0
2023,1,0,37,111.93,0.4,0,0.1,0,0,0,3.2,0,87.6,0,4.6,0,987.1,0
2023,1,0,38,112.12,0.4,0,0.1,0,0,0,3.2,0,87.7,0,4.7,0,987.2,0
2023,1,0,39,112.3,0.4,0,0.1,0,0,0,3.2,0,88,0,4.6,0,987.2,0
2023,1,0,40,112.49,0.5,0,0.1,0,0,0,3.1,0,88,0,4.6,0,987.2,0
2023,1,0,41,112.68,0.4,0,0.2,0,0,0,3.1,0,88.2,0,4.7,0,987.2,0
2023,1,0,42,112.87,0.5,0,0.2,0,0,0,3.1,0,88.4,0,4.8,0,987.2,0
2023,1,0,43,113.05,0.4,0,0.2,0,0,0,3.1,0,88.4,0,4.7,0,987.2,0
2023,1,0,44,113.24,0.4,0,0.2,0,0,0,3.1,0,88.5,0,4.8,0,987.2,0
2023,1,0,45,113.43,0.5,0,0.1,0,0,0,3.1,0,88.5,0,4.8,0,987.2,0
2023,1,0,46,113.62,0.4,0,0.1,0,0,0,3.1,0,88.7,0,4.8,0,987.2,0
2023,1,0,47,113.81,0.4,0,0.1,0,0,0,3.2,0,88.8,0,4.8,0,987.2,0
2023,1,0,48,113.99,0.4,0,0.2,0,0,0,3.2,0,88.7,0,4.9,0,987.2,0
2023,1,0,49,114.18,0.4,0,0.3,0,0,0,3.2,0,88.7,0,4.9,0,987.3,0
2023,1,0,50,114.37,0.5,0,0.3,0,0,0,3.2,0,88.7,0,5,0,987.3,0
2023,1,0,51,114.56,0.5,0,0.4,0,0,0,3.2,0,88.7,0,4.8,0,987.2,0
2023,1,0,52,114.75,0.4,0,0.4,0,0,0,3.2,0,88.7,0,4.8,0,987.3,0
2023,1,0,53,114.93,0.4,0,0.4,0,0,0,3.2,0,88.6,0,4.7,0,987.3,0
2023,1,0,54,115.12,0.4,0,0.4,0,0,0,3.2,0,88.8,0,4.7,0,987.3,0
2023,1,0,55,115.31,0.4,0,0.4,0,0,0,3.2,0,88.8,0,4.8,0,987.3,0
2023,1,0,56,115.5,0.4,0,0.4,0,0,0,3.2,0,88.8,0,4.6,0,987.3,0
2023,1,0,57,115.69,0.3,0,0.4,0,0,0,3.2,0,88.9,0,4.7,0,987.3,0
2023,1,0,58,115.88,0.2,0,0.3,0,0,0,3.2,0,89.1,0,4.8,0,987.3,0
2023,1,0,59,116.07,0.2,0,0.3,0,0,0,3.2,0,89.1,0,4.8,0,987.3,0
2023,1,1,0,116.25,0.2,0,0.4,0,0,0,3.3,0,89,0,4.8,0,987.3,0
2023,1,1,1,116.44,0.1,0,0.4,0,0,0,3.3,0,89.1,0,4.9,0,987.3,0
2023,1,1,2,116.63,0.1,0,0.4,0,0,0,3.3,0,89.1,0,4.9,0,987.3,0
2023,1,1,3,116.82,0.2,0,0.3,0,0,0,3.3,0,89.1,0,5,0,987.3,0
2023,1,1,4,117.01,0,0,0.4,0,0,0,3.4,0,89,0,5,0,987.2,0
2023,1,1,5,117.2,0,0,0.4,0,0,0,3.4,0,89,0,5.1,0,987.2,0
2023,1,1,6,117.39,0,0,0.4,0,0,0,3.4,0,89,0,5.2,0,987.2,0
2023,1,1,7,117.58,0,0,0.4,0,0,0,3.4,0,88.9,0,5.2,0,987.2,0
2023,1,1,8,117.77,0,0,0.4,0,0,0,3.4,0,88.7,0,5,0,987.2,0
2023,1,1,9,117.96,0,0,0.3,0,0,0,3.4,0,88.8,0,4.9,0,987.2,0
2023,1,1,10,118.15,0,0,0.4,0,0,0,3.3,0,89,0,4.9,0,987.2,0
2023,1,1,11,118.34,0,0,0.3,0,0,0,3.3,0,89.2,0,4.7,0,987.2,0
2023,1,1,12,118.53,0,0,0.3,0,0,0,3.4,0,89.3,0,4.8,0,987.2,0
2023,1,1,13,118.72,0,0,0.3,0,0,0,3.4,0,89.1,0,4.8,0,987.2,0
2023,1,1,14,118.91,0,0,0.3,0,0,0,3.4,0,89.2,0,4.7,0,987.2,0
2023,1,1,15,119.1,0,0,0.3,0,0,0,3.4,0,89.2,0,4.6,0,987.2,0
2023,1,1,16,119.29,0,0,0.2,0,0,0,3.3,0,89.3,0,4.9,0,987.2,0
2023,1,1,17,119.48,0,0,0.2,0,0,0,3.3,0,89.4,0,5,0,987.2,0
2023,1,1,18,119.67,0.1,0,0.2,0,0,0,3.4,0,89.5,0,5.3,0,987.1,0
2023,1,1,19,119.86,0,0,0.3,0,0,0,3.4,0,89.5,0,5.5,0,987.1,0
2023,1,1,20,120.05,0.1,0,0.4,0,0,0,3.5,0,89.4,0,5.6,0,987,0
2023,1,1,21,120.24,0.1,0,0.4,0,0,0,3.5,0,89.4,0,5.7,0,987,0
2023,1,1,22,120.43,0,0,0.4,0,0,0,3.5,0,89.1,0,5.5,0,987,0
2023,1,1,23,120.62,0,0,0.4,0,0,0,3.6,0,89.1,0,5.6,0,987,0
2023,1,1,24,120.81,0.2,0,0.4,0,0,0,3.6,0,89.1,0,5.4,0,987,0
2023,1,1,25,121,0,0,0.4,0,0,0,3.6,0,89,0,5.5,0,987,0
2023,1,1,26,121.19,0.1,0,0.4,0,0,0,3.7,0,88.9,0,5.3,0,987,0
2023,1,1,27,121.38,0,0,0.4,0,0,0,3.7,0,88.8,0,5.3,0,987,0
2023,1,1,28,121.57,0,0,0.4,0,0,0,3.8,0,88.7,0,5.3,0,987,0
