"year","doy","hour","zen","direct_n","diffuse","par","temp","rh","windspeed","pressure","zen_clean","direct_n_clean","diffuse_clean","par_clean","temp_clean","rh_clean","windspeed_clean","pressure_clean"
2005,1,0,162.557,1.115,0.01,0.01,3.155,74.42,4.35,999.175,162.557,1.115,0.01,0.01,3.155,74.42,4.35,999.175
2005,1,1,158.5465,1.65,0.03,0.005,1.555,78.66,3.83,999.15,158.5465,1.65,0.03,0.005,1.555,78.66,3.83,999.15
2005,1,2,149.4375,3.42,-0.1,0.025,1.535,78.05,4.205,999.285,149.4375,3.42,-0.1,0.025,1.535,78.05,4.205,999.285
2005,1,3,138.546,1.925,-0.045,0.015,2.43,68.4,4.785,999.535,138.546,1.925,-0.045,0.015,2.43,68.4,4.785,999.535
2005,1,4,127.1435,-0.27,0.12,0.015,2.315,68.15,4.75,999.625,127.1435,-0.27,0.12,0.015,2.315,68.15,4.75,999.625
2005,1,5,115.7265,2.195,-0.075,0.035,1.5,81.17,6.215,999.84,115.7265,2.195,-0.075,0.035,1.5,81.17,6.215,999.84
2005,1,6,104.59,2.055,-0.08,0.07,1.67,80.09,5.96,1000.1,104.59,2.055,-0.08,0.07,1.67,80.09,5.96,1000.1
2005,1,7,93.8845,1.985,0.355,0.21,1.92,81.015,5.505,1000.535,93.8845,1.985,0.355,0.21,1.92,81.015,5.505,1000.535
2005,1,8,84.089,1.66,9.575,4.665,1.875,85.655,5.765,1000.885,84.089,1.66,9.575,4.665,1.875,85.655,5.765,1000.885
2005,1,9,75.709,1.375,29.5,14.465,1.89,91.325,5.745,1001.135,75.709,1.375,29.5,14.465,1.89,91.325,5.745,1001.135
2005,1,10,69.007,2.04,45.985,22.45,2.14,93.61,6.49,1001.155,69.007,2.04,45.985,22.45,2.14,93.61,6.49,1001.155
2005,1,11,64.6335,1.655,50.03,24.85,2.595,93.82,5.635,1001.045,64.6335,1.655,50.03,24.85,2.595,93.82,5.635,1001.045
2005,1,12,63.095,1.655,64.465,31.31,3.11,96.55,5.125,1000.055,63.095,1.655,64.465,31.31,3.11,96.55,5.125,1000.055
2005,1,13,64.6005,1.535,67.575,32.75,3.645,97.91,5.39,999.25,64.6005,1.535,67.575,32.75,3.645,97.91,5.39,999.25
2005,1,14,68.9455,1.065,63.935,30.125,4.045,98.815,5.45,998.58,68.9455,1.065,63.935,30.125,4.045,98.815,5.45,998.58
2005,1,15,75.6265,0.48,13.87,7.16,4.14,99.145,4.9,998.445,75.6265,0.48,13.87,7.16,4.14,99.145,4.9,998.445
2005,1,16,83.992,1.17,13.395,6.23,4.63,99.39,5.655,998.13,83.992,1.17,13.395,6.23,4.63,99.39,5.655,998.13
2005,1,17,93.777,0.49,0.46,0.26,5.26,99.555,5.66,997.61,93.777,0.49,0.46,0.26,5.26,99.555,5.66,997.61
2005,1,18,104.471,0.79,-0.085,0.01,6.23,99.705,5.165,997.565,104.471,0.79,-0.085,0.01,6.23,99.705,5.165,997.565
2005,1,19,115.6,0.45,-0.12,0.015,7.285,99.83,4.56,997.58,115.6,0.45,-0.12,0.015,7.285,99.83,4.56,997.58
2005,1,20,127.013,0.49,-0.18,0.07,8.72,99.975,4.485,997.265,127.013,0.49,-0.18,0.07,8.72,99.975,4.485,997.265
2005,1,21,138.4125,0.9,-0.125,0.09,9.65,100,4.98,997.09,138.4125,0.9,-0.125,0.09,9.65,100,4.98,997.09
2005,1,22,149.2995,0.4,-0.02,0.095,11.12,99.9333333333333,4.35,997.175,149.2995,0.4,-0.02,0.095,11.12,99.9333333333333,4.35,997.175
2005,1,23,158.4165,0.19,1.38777878078145e-18,0.09,11.17,99.265,4.935,996.965,158.4165,0.19,1.38777878078145e-18,0.09,11.17,99.265,4.935,996.965
2005,2,0,162.4695,0.585,0,0.1,11.385,97.625,6.11,996.265,162.4695,0.585,0,0.1,11.385,97.625,6.11,996.265
2005,2,1,158.529,0.9,0.02,0.1,11.665,95.475,5.86,995.625,158.529,0.9,0.02,0.1,11.665,95.475,5.86,995.625
2005,2,2,149.4595,0.715,0.025,0.1,12.23,94.27,6.84,995.625,149.4595,0.715,0.025,0.1,12.23,94.27,6.84,995.625
2005,2,3,138.583,0.125,-0.005,0.1,12.385,94.375,7.625,995.44,138.583,0.125,-0.005,0.1,12.385,94.375,7.625,995.44
2005,2,4,127.1835,-0.015,0.06,0.1,12.225,96.11,6.42,995.245,127.1835,-0.015,0.06,0.1,12.225,96.11,6.42,995.245
2005,2,5,115.763,0.36,-0.145,0.09,12.145,97.295,6.37,995.25,115.763,0.36,-0.145,0.09,12.145,97.295,6.37,995.25
2005,2,6,104.62,0.255,-0.02,0.095,12.215,98.175,6.195,995.51,104.62,0.255,-0.02,0.095,12.215,98.175,6.195,995.51
2005,2,7,93.9035,0.445,0.89,0.49,12.52,99.14,5.565,995.955,93.9035,0.445,0.89,0.49,12.52,99.14,5.565,995.955
2005,2,8,84.093,0.445,17.5,8.05,12.805,99.265,5.875,996.39,84.093,0.445,17.5,8.05,12.805,99.265,5.875,996.39
2005,2,9,75.6955,0.955,48.615,22.78,13.3,99.415,6.005,996.98,75.6955,0.955,48.615,22.78,13.3,99.415,6.005,996.98
2005,2,10,68.968,0.95,53.935,26.405,13.915,98.185,5.245,997.22,68.968,0.95,53.935,26.405,13.915,98.185,5.245,997.22
2005,2,11,64.568,0.73,65.365,32.895,14.315,96.54,5.28,997.075,64.568,0.73,65.365,32.895,14.315,96.54,5.28,997.075
2005,2,12,63.0025,-0.075,62.465,30.985,14.56,96.06,4.81,996.51,63.0025,-0.075,62.465,30.985,14.56,96.06,4.81,996.51
2005,2,13,64.487,-1.665,47.075,23.605,13.69,96.415,4.52,996.295,64.487,-1.665,47.075,23.605,13.69,96.415,4.52,996.295
2005,2,14,68.8185,-1.365,27.94,14.435,9.325,97.87,5.16,996.835,68.8185,-1.365,27.94,14.435,9.325,97.87,5.16,996.835
2005,2,15,75.491,-0.6,22.66,11.445,7.895,99.085,4.935,997.565,75.491,-0.6,22.66,11.445,7.895,99.085,4.935,997.565
2005,2,16,83.858,0.07,15.855,7.305,7.07,99.56,4,998.185,83.858,0.07,15.855,7.305,7.07,99.56,4,998.185
2005,2,17,93.6415,0.465,0.905,0.465,6.595,99.145,4.93,998.75,93.6415,0.465,0.905,0.465,6.595,99.145,4.93,998.75
2005,2,18,104.328,0.47,-0.01,0.07,5.985,99.135,4.31,999.07,104.328,0.47,-0.01,0.07,5.985,99.135,4.31,999.07
2005,2,19,115.458,0.65,0,0.095,5.675,99.46,4.065,999.42,115.458,0.65,0,0.095,5.675,99.46,4.065,999.42
2005,2,20,126.872,0.345,-0.055,0.095,4.93,98.775,4.355,999.71,126.872,0.345,-0.055,0.095,4.93,98.775,4.355,999.71
2005,2,21,138.271,1.06,0,0.1,4.66,98.225,4.255,999.88,138.271,1.06,0,0.1,4.66,98.225,4.255,999.88
2005,2,22,149.1585,1.61,-0.005,0.065,4.32,98.475,4.925,999.525,149.1585,1.61,-0.005,0.065,4.32,98.475,4.925,999.525
2005,2,23,158.28,0.59,0.05,0.035,4.435,97.715,3.975,998.865,158.28,0.59,0.05,0.035,4.435,97.715,3.975,998.865
2005,3,0,162.376,0.98,-0.05,0.035,4.41,97.84,3.79,998.17,162.376,0.98,-0.05,0.035,4.41,97.84,3.79,998.17
2005,3,1,158.505,0.755,0.045,0,4.32,97.63,2.975,997.655,158.505,0.755,0.045,0,4.32,97.63,2.975,997.655
2005,3,2,149.4745,0.585,0.065,0.005,4.39,97.735,3.175,997.75,149.4745,0.585,0.065,0.005,4.39,97.735,3.175,997.75
2005,3,3,138.614,1.125,-0.02,0,4.115,98.195,4.675,997.655,138.614,1.125,-0.02,0,4.115,98.195,4.675,997.655
2005,3,4,127.218,1.185,0.05,0.01,4.52,98.415,4.08,996.335,127.218,1.185,0.05,0.01,4.52,98.415,4.08,996.335
2005,3,5,115.7945,0.41,-0.025,0.025,4.87,98.04,4.435,995.98,115.7945,0.41,-0.025,0.025,4.87,98.04,4.435,995.98
2005,3,6,104.6455,0.605,-0.095,0.03,4.75,97.95,4.4,995.66,104.6455,0.605,-0.095,0.03,4.75,97.95,4.4,995.66
2005,3,7,93.917,1.08,0.275,0.235,4.775,97.36,4.675,995.485,93.917,1.08,0.275,0.235,4.775,97.36,4.675,995.485
2005,3,8,84.092,0.99,7.54,3.775,4.45,97.815,5.175,995.435,84.092,0.99,7.54,3.775,4.45,97.815,5.175,995.435
2005,3,9,75.6735,1.28,17.015,9.205,4.335,98.655,4.985,995.28,75.6735,1.28,17.015,9.205,4.335,98.655,4.985,995.28
2005,3,10,68.923,1.06,26.27,13.9,4.305,98.305,4.375,995.15,68.923,1.06,26.27,13.9,4.305,98.305,4.375,995.15
2005,3,11,64.495,0.46,50.78,26.805,4.135,97.455,5.56,994.345,64.495,0.46,50.78,26.805,4.135,97.455,5.56,994.345
2005,3,12,62.906,0.9,41.14,23.005,4.255,97.09,5.07,993.075,62.906,0.9,41.14,23.005,4.255,97.09,5.07,993.075
2005,3,13,64.367,0.545,29.99,16.785,4.07,97.285,6.07,992.72,64.367,0.545,29.99,16.785,4.07,97.285,6.07,992.72
2005,3,14,68.6855,0.26,23.32,12.645,3.66,95.975,8.1,992.775,68.6855,0.26,23.32,12.645,3.66,95.975,8.1,992.775
2005,3,15,75.3505,0.81,28.005,14.15,3.395,95.5,8.155,992.005,75.3505,0.81,28.005,14.15,3.395,95.5,8.155,992.005
2005,3,16,83.7165,1.33,21.83,9.99,3.42,93.96,6.85,993.015,83.7165,1.33,21.83,9.99,3.42,93.96,6.85,993.015
2005,3,17,93.501,1.925,0.77,0.37,3.475,94.975,5.4,994.005,93.501,1.925,0.77,0.37,3.475,94.975,5.4,994.005
2005,3,18,104.183,2,0.095,0,3.37,94.95,5.725,994.815,104.183,2,0.095,0,3.37,94.95,5.725,994.815
2005,3,19,115.3155,1.425,0.085,0,3.21,94.125,5.855,995.46,115.3155,1.425,0.085,0,3.21,94.125,5.855,995.46
2005,3,20,126.728,1.725,0.055,0,3.12,94.03,5.345,996.325,126.728,1.725,0.055,0,3.12,94.03,5.345,996.325
